Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,DEMIL Code,Date Requested,Justification,Reason Cancelled
SYSTEM,1739612,AL,TUSCALOOSA POLICE DEPT,2340,DSATVPART,ATV PARTS,EA,10,14.94,A,2016-11-30 09:52:18,TPD REQUESTS THESE ATV PARTS IN ORDER TO HELP KEEP OUR ATVS SERVICEABLE AND FULLY CAPABLE OF RESPONSE DURING DISASTERS AND SPECIAL EVENTS.,\nSales Order #: 2059631156\nRTD Screening Code: DOD
SYSTEM,1739614,AL,TUSCALOOSA POLICE DEPT,2340,DSATVPART,ATV PARTS,EA,5,2.99,A,2016-11-30 09:52:18,TPD REQUESTS THESE ATV PARTS IN ORDER TO HELP KEEP OUR ATVS SERVICEABLE AND FULLY CAPABLE OF RESPONSE DURING DISASTERS AND SPECIAL EVENTS.,\nSales Order #: 2059583846\nRTD Screening Code: DOD
SYSTEM,1739615,AL,TUSCALOOSA POLICE DEPT,2340,DSATVPART,ATV PARTS,EA,5,9.25,A,2016-11-30 09:52:18,TPD REQUESTS THESE ATV PARTS IN ORDER TO HELP KEEP OUR ATVS SERVICEABLE AND FULLY CAPABLE OF RESPONSE DURING DISASTERS AND SPECIAL EVENTS.,\nSales Order #: 2059631150\nRTD Screening Code: DOD
SYSTEM,1739616,AL,TUSCALOOSA POLICE DEPT,2340,DSATVPART,ATV PARTS,EA,7,8,A,2016-11-30 09:52:18,TPD REQUESTS THESE ATV PARTS IN ORDER TO HELP KEEP OUR ATVS SERVICEABLE AND FULLY CAPABLE OF RESPONSE DURING DISASTERS AND SPECIAL EVENTS.,\nSales Order #: 2059631164\nRTD Screening Code: DOD
SYSTEM,1739624,AL,TUSCALOOSA POLICE DEPT,7320,DSDISPEN1,DISPENSER,EA,1,100,A,2016-11-30 09:52:18,TPD REQUESTS THIS LIQUID DISPENSER IN ORDER TO PROVIDE WATER AND COFFEE TO THE OFFICERS DURING DISASTER RESPONSE AND SPECIAL EVENTS.,\nSales Order #: 2059566977\nRTD Screening Code: DOD
SYSTEM,1739652,AL,TUSCALOOSA POLICE DEPT,8145,011189874,SHIPPING AND STORAG,EA,2,5536.04,A,2016-11-30 10:38:32,TPD REQUESTS TWO CONNEX BOXES IN ORDER TO STORE EQUIPMENT AND SUPPLIES UNTIL NEEDED FOR DISASTER RESPONSE.,\nSales Order #: 2059566976\nRTD Screening Code: DOD
SYSTEM,1739654,AL,TUSCALOOSA POLICE DEPT,2340,DSATVPART,ATV PARTS,EA,5,2.99,A,2016-11-30 10:38:32,TPD REQUESTS THESE ATV PARTS IN ORDER TO KEEP OUR ATVS SERVICEABLE AND DEPLOYABLE FOR DISASTERS AND SPECIAL EVENTS.,\nSales Order #: 2059631147\nRTD Screening Code: DOD
SYSTEM,1739661,AL,TUSCALOOSA POLICE DEPT,6240,009663831,"LAMP,INCANDESCENT",EA,1,14.77,A,2016-11-30 10:58:11,TPD REQUESTS THIS HEADLIGHT TO REPLACE BURNED OUT BULBS ON OUR ISSUED HMMWVS,\nSales Order #: 2059566971\nRTD Screening Code: DOD
SYSTEM,1739840,AL,TUSCALOOSA POLICE DEPT,1940,012156801,"BOAT,UTILITY",EA,1,264000,A,2016-11-30 15:55:49,TPD REQUESTS THIS BOAT TO BE USED BY THE POLICE LAKE PATROL TO PATROL THE BLACK WARRIOR RIVER AND LAKE TUSCALOOSA RESPONDING TO STRANDED BOATERS AND OTHER WATERWAY RELATED CALLS.,Requested DTID is no longer in the inventory.
SYSTEM,1740585,AL,TUSCALOOSA POLICE DEPT,5410,013112895,"STRUCTURE,TENSION F",EA,1,21340,A,2016-12-01 19:23:20,TPD REQUESTS THIS STRUCTURE TO BE USED AS A TEMPORARY SHELTER AND COMMAND CENTER DURING POLICE RESPONSE TO DISASTERS AND SPECIAL EVENTS.,Requested DTID is no longer in the inventory.
SYSTEM,1740836,AL,TUSCALOOSA POLICE DEPT,7035,DSSTANDAR,"STAND, COMPUTER",EA,10,100,A,2016-12-02 08:23:45,TPD REQUESTS THESE COMPUTER STANDS TO BE PLACED AND USED INSIDE OUR MOBILE COMMAND VEHICLES TO GIVE OFFICERS A DESIGNATED AREA IN WHICH TO PLACE AND WORK ON THEIR MOBILE DATA UNITS DURING RESPONSE TO DISASTERS.,\nSales Order #: 2059787866\nRTD Screening Code: DOD
SYSTEM,1740842,AL,TUSCALOOSA POLICE DEPT,7125,DSCART005,"CART, STORAGE",EA,1,100,A,2016-12-02 08:29:50,TPD REQEUSTS THIS CART TO BE USED TO TRANSPORT AND STORE EQUIPMENT WHILE IN THE LOGISTICS WAREHOUSE TO AID IN MOVING TOOLS AND EQUIPMENT AROUND WHILE WORKING ON PREPAREDNESS EQUIPMENT.,\nSales Order #: 2059817722\nRTD Screening Code: DOD
SYSTEM,1741798,AL,TUSCALOOSA POLICE DEPT,2330,016131206,"TRAILER,CARGO",EA,1,35000,A,2016-12-03 10:22:59,TPD REQUESTS THIS TRAILER TO USE TO HAUL AND STAGE EQUIPMENT FOR SEVER WEATHER AND OR DISASTER RESPONSE.,Requested DTID is no longer in the inventory.
SYSTEM,1741799,AL,TUSCALOOSA POLICE DEPT,1005,009215004,"MAGAZINE,CARTRIDGE",EA,1,12.3,D,2016-12-03 10:22:59,TPD REQUESTS THIS ITEM TO SUPPLEMENT CURRENT STOCK OF RIFLE MAGAZINES.,Requested DTID is no longer in the inventory.
SYSTEM,1741801,AL,TUSCALOOSA POLICE DEPT,2320,005802955,"TRUCK,CARGO",EA,1,32330,A,2016-12-03 10:22:59,TPD REQUESTS THIS VEHICLE TO USE FOR HAULING PERSONNEL AND EQUIPMENT TO THE FIELD IN RESPONSE TO DISASTERS AND OTHER EMERGENCY SITUATIONS.,Requested DTID is no longer in the inventory.
SYSTEM,1741803,AL,TUSCALOOSA POLICE DEPT,1240,015403690,"SIGHT,REFLEX",EA,1,336,D,2016-12-03 10:22:59,TPD REQUESTS THESE ITEMS TO AUGMENT THE SIGHTING SYSTEMS ON OUR PATROL RIFLES.,\nSales Order #: 2059959681\nRTD Screening Code: DOD
SYSTEM,1741804,AL,TUSCALOOSA POLICE DEPT,1240,015403690,"SIGHT,REFLEX",EA,1,336,D,2016-12-03 10:22:59,TPD REQUESTS THESE ITEMS TO AUGMENT THE PATROL RIFLES WE CURRENTLY HAVE IN SERVICE.,\nSales Order #: 2059959679\nRTD Screening Code: DOD
SYSTEM,1741805,AL,TUSCALOOSA POLICE DEPT,2320,013719584,"TRUCK,UTILITY",EA,1,62627,C,2016-12-03 10:22:59,TPD REQUESTS THIS ITEM FOR USE IN TIMES OF EMERGENCY AND OR DISASTERS FOR ASSISTANCE IN MOBILITY AND EVACUATIONS.,Requested DTID is no longer in the inventory.
SYSTEM,1742289,AL,TUSCALOOSA POLICE DEPT,2310,DSVAN0000,VAN,EA,1,12000,A,2016-12-04 17:51:57,TPD REQUESTS THIS VAN TO HELP TRANSPORT A LARGE NUMBER OF OFFICERS TO AN AREA DURING DISASTER RESPONSE AND SPECIAL EVENTS.,Requested DTID is no longer in the inventory.
SYSTEM,1742706,AL,TUSCALOOSA POLICE DEPT,2320,009263656,"TRUCK,CARGO",EA,1,4169,A,2016-12-05 13:07:34,TPD REQUESTS THIS VEHICLE TO ASSIST WITH STAGING AND MOVEMENT OF EQUIPMENT AND SUPPLIES DURING AN EMERGENCY OR DISASTER EVENT.,Requested DTID is no longer in the inventory.
SYSTEM,1742708,AL,TUSCALOOSA POLICE DEPT,2320,013553064,"TRUCK,CARGO",EA,1,101742,A,2016-12-05 13:11:28,TPD REQUESTS THIS VEHICLE TO ASSIST IN STAGING AND TRANSPORTING EQUIPMENT AND SUPPLIES AND FOR USE IIN A FLOODING TYPE EVENT FOR EVACUATIONS.,\nSales Order #: 2060426824\nRTD Screening Code: DOD
SYSTEM,1742743,AL,TUSCALOOSA POLICE DEPT,1740,013894119,"TRACTOR,WHEELED,AIRCRAFT TOWING",EA,1,29723.74,A,2016-12-05 16:40:45,TPD REQUESTS THIS TRACTOR IN ORDER TO BE USED AS A PRIMARY MOVER FOR 30K GENERATORS THAT WILL BE USED IN SUPPORT OF LE OPERATIONS DURING NATURAL DISASTERS AND PLANNED EVENTS.,Requested DTID is no longer in the inventory.
SYSTEM,1742744,AL,TUSCALOOSA POLICE DEPT,2340,DSSCOOTER,SCOOTER,EA,1,6578,A,2016-12-05 16:40:46,"TPD REQUESTS THIS SCOOTER IN ORDER TO BE USED TO MOVE OFFICERS AND EQUIPMENT DURING DISASTERS AND SPECIAL EVENTS WHERE TRADITIONAL VEHICLES ARE IMPRACTICAL TO USE, AND FOR RURAL OPERATIONS SUCH AS COUNTER DRUG AND SEARCH OPERATIONS WHERE TERRAIN WILL NOT ALLOW FOR TRADITIONAL VEHICLES.",\nSales Order #: 2060058852\nRTD Screening Code: DOD
SYSTEM,1744937,AL,TUSCALOOSA POLICE DEPT,2340,DSSCOOTER,SCOOTER,EA,1,6000,A,2016-12-07 18:00:21,TPD REQUESTS THIS ATV TO BE USED TO MOVE OFFICERS AND EQUIPMENT INTO AREAS AFTER DISASTERS OR DURING SPECIAL EVENTS WHERE TRADITIONAL VEHICLES CANNOT TRAVEL.,\nSales Order #: 2060312824\nRTD Screening Code: DOD
SYSTEM,1745895,AL,TUSCALOOSA POLICE DEPT,1680,015007206,BACK SEAT,EA,1,785.45,Q,2016-12-08 13:27:12,TPD REQUESTS THIS BACK SEAT TO BE USED IN OUR OH-58 HELICOPTER TO REPLACE THE OLD WORN BACK SEAT.,Requested DTID is no longer in the inventory.
SYSTEM,1745896,AL,TUSCALOOSA POLICE DEPT,5430,DSTANKFUE,FUEL STORAGE TANKS,EA,2,10000,A,2016-12-08 13:27:12,TPD REQUESTS THESE FUEL STORAGE TANKS IN ORDER TO KEEP DIESEL AND GAS ON SITE AT THE LOGISTICS WAREHOUSE TO SERVICE THE HMMWVS AND GENERATORS WE KEEP ON SITE FOR DISASTER RESPONSE.,\nSales Order #: 2060312823\nRTD Screening Code: DOD
SYSTEM,1749686,AL,TUSCALOOSA POLICE DEPT,3825,005798780,"SWEEPER,BATTERY POW",EA,1,8113.88,A,2016-12-13 17:51:58,TPD REQUESTS THIS SWEEPER TO BE USED FOR GROUNDS MAINTENANCE AND GENERAL CLEANING IN OUR TWO POLICE LOGISTICAL WAREHOUSES IN ORDER TO HELP PRESERVE THE EQUIPMENT AND SUPPLIES WE HAVE STORED THERE.  ,\nSales Order #: 2060663352\nRTD Screening Code: DOD
SYSTEM,1749799,AL,TUSCALOOSA POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9699,A,2016-12-13 23:28:52,"TPD REQUESTS THIS ATV TO BE USED TO MOVE OFFICERS AND SUPPLIES INTO AREAS DURING DISASTER RESPONSE, COUNTER DRUG OPERATIONS AND OTHER CRITICAL EVENTS WHERE THE USE OF ATVS IS MORE PRACTICAL THAN TRADITIONAL VEHICLES.",\nSales Order #: 2060663396\nRTD Screening Code: DOD
SYSTEM,1749800,AL,TUSCALOOSA POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9699,A,2016-12-13 23:28:52,"TPD REQUESTS THIS ATV TO BE USED TO MOVE OFFICERS AND SUPPLIES INTO AREAS DURING DISASTER RESPONSE, COUNTER DRUG OPERATIONS AND OTHER CRITICAL EVENTS WHERE THE USE OF ATVS IS MORE PRACTICAL THAN TRADITIONAL VEHICLES.",\nSales Order #: 2060663372\nRTD Screening Code: DOD
SYSTEM,1749797,AL,TUSCALOOSA POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9699,A,2016-12-13 23:28:52,"TPD REQUESTS THIS ATV TO BE USED TO MOVE OFFICERS AND SUPPLIES INTO AREAS DURING DISASTER RESPONSE, COUNTER DRUG OPERATIONS AND OTHER CRITICAL EVENTS WHERE THE USE OF ATVS IS MORE PRACTICAL THAN TRADITIONAL VEHICLES.",\nSales Order #: 2060663425\nRTD Screening Code: DOD
SYSTEM,1749798,AL,TUSCALOOSA POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9699,A,2016-12-13 23:28:52,"TPD REQUESTS THIS ATV TO BE USED TO MOVE OFFICERS AND SUPPLIES INTO AREAS DURING DISASTER RESPONSE, COUNTER DRUG OPERATIONS AND OTHER CRITICAL EVENTS WHERE THE USE OF ATVS IS MORE PRACTICAL THAN TRADITIONAL VEHICLES.",\nSales Order #: 2060663410\nRTD Screening Code: DOD
SYSTEM,1750246,AL,TUSCALOOSA POLICE DEPT,2330,010909323,"TRAILER,CAMPER",EA,1,5200,A,2016-12-14 10:25:43,TPD REQUESTS THIS TRAILER TO BE USED AS A POLICE MOBILE SUPPORT TRAILER DURING DISASTER RESPONSE OR CRITICAL EVENTS. THIS TRAILER WOULD BE USED FOR HOUSING AND MOBILE COMMAND PRECINCT OPERATIONS DURING CRITICAL EVENTS. ,\nSales Order #: 2060663375\nRTD Screening Code: DOD
SYSTEM,1750266,AL,TUSCALOOSA POLICE DEPT,2920,014209968,"GENERATOR,ENGINE ACCESSORY",EA,5,2774,Q,2016-12-14 10:37:13,TPD REQUESTS THESE GENERATORS TO BE USED AS REPLACEMENT GENERATORS IN OUR ISSUED HMMWVS IF ONE OF THEM FAILS. THESE HMMWVS ARE IN OUR INVENTORY FOR DISASTER RESPONSE.,\nSales Order #: 2060663406\nRTD Screening Code: DOD
SYSTEM,1750267,AL,TUSCALOOSA POLICE DEPT,5110,DSHANDTNP,"HAND TOOLS, EDGED, NONPOWERED",EA,8,64.58,A,2016-12-14 10:37:14,TPD REQUESTS THESE TOOLS TO BE USED FOR VEHICLE AND EQUIPMENT MAINTENANCE TO HELP KEEP OUR HMMWVS AND GENERATORS SERVICEABLE AND DEPLOY ABLE FOR DISASTER RESPONSE.,\nSales Order #: 2060663358\nRTD Screening Code: DOD
SYSTEM,1750271,AL,TUSCALOOSA POLICE DEPT,6230,015323740,FLASHLIGHT,EA,250,128.94,A,2016-12-14 10:49:30,TPD REQUESTS THESE FLASHLIGHTS TO BE USED AS BACKUP FLASHLIGHTS FOR POLICE OFFICERS ON PATROL AND FOR CRITICAL LIGHTING PURPOSES DURING DISASTER RESPONSE AND CRITICAL INCIDENTS.,\nSales Order #: 2060663348\nRTD Screening Code: DOD
SYSTEM,1751323,AL,TUSCALOOSA POLICE DEPT,2320,011180793,"TRUCK,CARRYALL",EA,1,25447,A,2016-12-15 16:11:56,"TPD REQUESTS THIS VAN TO BE USED FOR MASS OFFICER TRANSPORT INTO DISASTER AREAS OR TO SPECIAL OR CRITICAL EVENTS WHERE VEHICLE TRAFFIC IS LIMITED, AS WELL AS BEING USED FOR CIVILIAN EVACUATIONS DURING CRITICAL INCIDENTS AND DISASTER RESPONSE.",Requested DTID is no longer in the inventory.
SYSTEM,1751324,AL,TUSCALOOSA POLICE DEPT,1940,005527544,NO ITEM NAME AVAILABLE,EA,1,4144,Q,2016-12-15 16:11:56,TPD REQUESTS THIS BOAT TO BE USED AS A QUICK DEPLOYMENT BOAT FOR STRANDED BOATIST ON LAKE TUSCALOOSA AND THE BLACK WARRIOR RIVER BY THE TPD LAKE PATROL ,\nSales Order #: 2060794365\nRTD Screening Code: DOD
SYSTEM,1754892,AL,TUSCALOOSA POLICE DEPT,8465,015801316,HYDRATION SYSTEM,EA,9,59.72,A,2016-12-20 06:03:12,TPD REQUESTS THESE HYDRATION SYSTEMS TO BE USED BY OFFICERS IN THE FIELD TO STAY HYDRATED DURING DISASTER RESPONSE AND CRITICAL EVENTS WHERE LONG SHIFTS MAY BE REQUIRED. ,\nSales Order #: 2060993804\nRTD Screening Code: DOD
SYSTEM,1754894,AL,TUSCALOOSA POLICE DEPT,8415,016018151,"GLOVES,COMBAT",PR,7,27.41,A,2016-12-20 06:03:12,"TPD REQUESTS THESE GLOVES TO BE USED BY OFFICERS IN THE FIELD TO PROTECT THEIR HANDS WHILE WORKING DURING DISASTER RESPONSE AND CRITICAL EVENTS WHERE LIFTING AND HANDLING OF EQUIPMENT, SUPPLIES AND DEBRIS MAY BE REQUIRED. ",\nSales Order #: 2060991779\nRTD Screening Code: DOD
SYSTEM,1755820,AL,TUSCALOOSA POLICE DEPT,2320,011180793,"TRUCK,CARRYALL",EA,1,25447,A,2016-12-21 11:29:30,"TPD REQUESTS THIS VAN TO MOVE A LARGE NUMBER OF OFFICERS AT ONE TIME DURING SPECIAL EVENTS OR DURING RESPONSE TO DISASTERS, WHERE THE QUANTITY OF VEHICLES HAS TO BE LIMITED OR IS NOT AVAILABLE.",\nSales Order #: 2061096434\nRTD Screening Code: DOD
SYSTEM,1755823,AL,TUSCALOOSA POLICE DEPT,2805,015999132,"OUTBOARD MOTOR,GASOLINE",EA,3,4910,A,2016-12-21 11:29:30,"TPD REQUESTS THESE BOAT MOTORS TO BE USED AS REPLACEMENT MOTORS FOR CURRENT TPD LAKE PATROL BOATS, THAT ARE USED TO PATROL OUR WATERS AND RIVERWAYS FOR SAFETY ISSUES AND VIOLATORS.",\nSales Order #: 2061085249\nRTD Screening Code: DOD
SYSTEM,1692498,AL,UNIV OF AL HUNTSVILLE POLICE HI_ED,2330,002046976,"TRAILER,RECOVERY",EA,1,13500,Q,2016-10-12 18:02:07,THIS TRAILER WOULD BENEFIT OUR DEPARTMENT IN SEVERAL WAYS. IT WOULD BE USED FOR TRANSPORTING EQUIPMENT WHEN OUR DEPARTMENT QUALIFIES AT THE SHOOTING RANGE. IT WOULD ALSO BE USED TO TRANSPORT EQUIPMENT USED FOR A RAPE AGGRESSION DEFENSE COURSE. IT WOULD ALSO BE USED FOR COMMUNITY EVENTS. ,Requested DTID is no longer in the inventory.
SYSTEM,1693334,AL,UNIV OF ALABAMA POLICE DEPT,7810,DSATHSPOR,ATHLETIC AND SPORTING EQUIPMENT,EA,1,5000,A,2016-10-13 12:46:56,"FOR POLICE OFFICER USE, SO THAT OFFICERS WILL BE ABLE TO DEVELOP MORE STRENGTH TO BETTER ABLE THEM TO HELP AND ASSIST CIVILIANS DURING TIMES OF CRISIS OR CIVIL UNREST.",Requested DTID is no longer in the inventory.
SYSTEM,1743763,AL,UNIV OF ALABAMA POLICE DEPT,2340,DSSCOOTER,SCOOTER,EA,1,6578,A,2016-12-06 14:14:58,TO CARRY SUPPLIES OVER ROUGH AND BROKEN TERRAIN DURING TIMES OF NATURAL DISASTER TO ASSIST IS CIVILIANS AND POLICE,\nSales Order #: 2060058850\nRTD Screening Code: DOD
SYSTEM,1743764,AL,UNIV OF ALABAMA POLICE DEPT,2340,005857495,"SCOOTER,MOTOR",EA,1,100,A,2016-12-06 14:14:58,TO CARRY SUPPLIES OVER ROUGH AND BROKEN TERRAIN DURING TIMES OF NATURAL DISASTER TO ASSIST CIVILIANS AND POLICE,Requisition Canceled.
SYSTEM,1743765,AL,UNIV OF ALABAMA POLICE DEPT,2340,005857495,"SCOOTER,MOTOR",EA,1,100,A,2016-12-06 14:14:58,TO CARRY SUPPLIES OVER ROUGH AND BROKEN TERRAIN DURING TIMES OF NATURAL DISASTER TO ASSIST CIVILIANS AND POLICE,Requisition Canceled.
SYSTEM,1744831,AL,UNIV OF ALABAMA POLICE DEPT,2310,DSVAN0000,VAN,EA,1,12000,A,2016-12-07 14:11:24,TO BE ABLE TO TRANSPORT SUPPLIES AND PERSONNEL TO AREAS AFFECTED BY NATURAL DISATERS,Requested DTID is no longer in the inventory.
SYSTEM,1691214,AL,UNIV OF NORTH AL POLICE  HI_ED,2330,DSMOBHOME,MOBILE HOME,EA,1,20000,A,2016-10-11 18:11:35,WE WOULD LIKE THIS UNIT TO BE USED AS OUR MOBILE COMMAND POST. WE ARE IN AN AREA OF VERY TUMULTUOUS WEATHER CONDITIONS. IF WE WERE TO HAVE AN EMERGENCY HERE ON OUR CAMPUS OR IN THE COMMUNITY THEN WE WOULD LIKE TO BE ABLE TO RESPOND WITH A PORTABLE COMMAND POST. WE HAVE MANY PUBLIC RELATIONS EVENTS THAT WE TAKE OUT TO THE COMMUNITIES. WITH THIS TRAILER WE WOULD BE ABLE TO HAVE IT OUTFITTED FOR BOTH AN INCIDENT COMMAND POST OR COMMUNITY UNIT. ,\nSales Order #: 2055991041\nRTD Screening Code: DOD
SYSTEM,1691215,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,DSCART000,"CART, MOTORIZED",EA,1,1500,A,2016-10-11 18:11:35,WE WOULD LIKE THIS GOLF CART TO ASSIST IN TRANSPORTING HANDICAP PERSONS DURING EVENTS WE HAVE ON CAMPUS. THIS WOULD ALSO BE USED BY OUR STUDENT NIGHTTIME AUXILIARY PATROL. THIS GROUP ESCORTS PEOPLE AROUND CAMPUS SO NO ONE AS TO WALK ALONE AT NIGHT. ,NULL
SYSTEM,1692475,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,DSCART000,"CART, MOTORIZED",EA,1,18000,A,2016-10-12 17:01:25,WE WOULD LIKE THIS UNIT TO HELP ASSIST IN TRANSPORTING HANDICAP PERSONS DURING OUR MANY EVENTS. WE INITIALLY PARK PEOPLE AWAY FROM AN EVENT. THIS UNIT WOULD GREATLY HELP THE HANDICAP AND ANYONE ELSE TO GET TO THESE EVENTS. ,Requested DTID is no longer in the inventory.
SYSTEM,1692476,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,015135988,ALL TERRAIN VEHICLE WHEELED,EA,1,13258.82,A,2016-10-12 17:01:26,WE WOULD LIKE THIS UNIT TO HELP THE OFFICERS NEEDING TO PUT OUT TRAFFIC CONES AROUND CAMPUS AS NEEDED. WE WOULD ALSO USE IT FOR EVERYDAY ACTIVITIES SUCH AS OUR PARKING ENFORCEMENT ACTIVITIES AND TO ASSIST WITH OTHER EVENTS WHERE EQUIPMENT NEEDS TO BE MOVED. ,\nSales Order #: 2056043832\nRTD Screening Code: DOD
SYSTEM,1694376,AL,UNIV OF NORTH AL POLICE  HI_ED,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,50,A,2016-10-14 17:13:25,THIS UNIT WOULD BE USED BY OUR INVESTIGATORS FOR EVIDENCE COLLECTION. ,\nSales Order #: 2056267081\nRTD Screening Code: DOD
SYSTEM,1694374,AL,UNIV OF NORTH AL POLICE  HI_ED,6310,DSTRAFFIC,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,EA,2,1989,A,2016-10-14 17:13:25,WE WOULD LIKE THESE UNITS TO USE FOR ROAD CLOSERS OR DETOURS. ,Requested DTID is no longer in the inventory.
SYSTEM,1696273,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,015251656,ALL TERRAIN VEHICLE,EA,1,11507,A,2016-10-17 19:21:16,WE WOULD LIKE THIS UNIT TO BE USED IN SPECIAL EVENTS ON CAMPUS AND OFF. WE WOULD ALSO USE IT DURING NATURAL DISASTER EVENTS SUCH AS TORNADO ETC. ,Requested DTID is no longer in the inventory.
SYSTEM,1696272,AL,UNIV OF NORTH AL POLICE  HI_ED,6910,005406378,"MOULAGE SET,WAR WOU",SE,1,800.61,A,2016-10-17 19:21:16,WE WOULD LIKE THIS EQUIPMENT FOR USE AT OUR TRAINING CENTER. WE DO MOCK DISASTER DRILLS AND WOULD LIKE TO USE THIS DURING THOSE DRILLS. ,\nSales Order #: 2056453454\nRTD Screening Code: DOD
SYSTEM,1696270,AL,UNIV OF NORTH AL POLICE  HI_ED,6720,004050450,"CAMERA,STILL PICTUR",EA,8,3258.65,A,2016-10-17 19:21:16,TO BE PLACED IN ALL OUR PATROL VEHICLES TO RECORD CRIMINAL ACTIVITY. ALSO TO BE USED BY OUR SEXUAL ASSAULT INVESTIGATORS. (I WILL NOT NEED THESE IF WE ARE APPROVED FOR 8 OTHER CAMERAS I REQUESTED IN THE SAME CATEGORY DTID HQ051562394052,Requested DTID is no longer in the inventory.
SYSTEM,1696269,AL,UNIV OF NORTH AL POLICE  HI_ED,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,200,A,2016-10-17 19:21:16,WE WOULD LIKE THIS CAMERA FOR OUR INVESTIGATIONS UNIT TO RECORD CRIME SCENES. ,Requested DTID is no longer in the inventory.
SYSTEM,1697465,AL,UNIV OF NORTH AL POLICE  HI_ED,6545,009221200,"FIRST AID KIT,GENER",KT,10,372.93,A,2016-10-18 16:17:25,WOULD PLACE THESE ITEMS IN PATROL VEHICLES AND TRAINING CENTER LOCATIONS. ,Requested DTID is no longer in the inventory.
SYSTEM,1698353,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,DSMULE000,MULE,EA,1,6353,A,2016-10-19 09:27:26,WE WOULD LIKE THIS UNIT FOR MOVING TRAFFIC CONES DURING EVENTS ON CAMPUS. ALSO USED DURING NATURAL DISASTERS. ,\nSales Order #: 2056472787\nRTD Screening Code: DOD
SYSTEM,1700561,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,DSCART000,"CART, MOTORIZED",EA,1,7645.2,A,2016-10-21 13:25:26,"ITEM TO BE USED BY OFFICERS PUTTING OUT ROAD CLOSURE CONES, BARRICADES ETC. ALSO TO BE USED BY OUR PARKING ENFORCEMENT UNIT TO ISSUE TICKETS AND HAUL THEIR BOOT EQUIPMENT. ",\nSales Order #: 2056702318\nRTD Screening Code: DOD
SYSTEM,1700560,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,4909,A,2016-10-21 13:25:26,THIS UNIT WOULD BE USED BY OFFICERS DURING SPECIAL EVENTS TO GET THROUGH THE CROWDS EASIER. TO BE USED DURING NATURAL DISASTERS. ,\nSales Order #: 2056703613\nRTD Screening Code: DOD
SYSTEM,1701900,AL,UNIV OF NORTH AL POLICE  HI_ED,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,7000,A,2016-10-23 04:18:58,"TO BE USED TO MOVE TRAFFIC EQUIPMENT, CONES, BARRICADES ECT. AROUND FOR TRAFFIC CONTROL. ",\nSales Order #: 2056861323\nRTD Screening Code: DOD
SYSTEM,1702944,AL,UNIV OF NORTH AL POLICE  HI_ED,2310,DSVAN0000,VAN,EA,1,3500,A,2016-10-24 23:15:10,THIS VEHICLE WOULD BE USED BY OUR TRAINING CENTER TO MOVE EQUIPMENT AND PERSONNEL TO AND FROM THE RANGE. WE WOULD ALSO USE THIS VEHICLE TO TOW OUR TRAILERS 4 WHEELERS AND GATOR. ,\nSales Order #: 2056944867\nRTD Screening Code: DOD
SYSTEM,1702943,AL,UNIV OF NORTH AL POLICE  HI_ED,2310,DSSEDAN00,SEDAN,EA,1,13988,A,2016-10-24 23:15:10,THIS VEHICLE WOULD BE USED AS THE CHIEF OF POLICE PATROL VEHICLE. ,Requested DTID is no longer in the inventory.
SYSTEM,1702942,AL,UNIV OF NORTH AL POLICE  HI_ED,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,19229.39,A,2016-10-24 23:15:10,TO BE USED BY OUR LAW ENFORCEMENT TRAINING CENTER INSTRUCTORS TO DRIVE TO OTHER LOCATIONS AROUND THE STATE TO CONDUCT TRAINING. ,Requested DTID is no longer in the inventory.
SYSTEM,1702940,AL,UNIV OF NORTH AL POLICE  HI_ED,2310,DSSEDAN00,SEDAN,EA,1,22695,A,2016-10-24 23:15:10,TO BE USED FOR INVESTIGATOR TO RESPOND TO CRIMES AND CONDUCT INVESTIGATIONS. ,Requested DTID is no longer in the inventory.
