Cancelled By,State,Station Name (LEA),Item Name,UI,Quantity,Acquisition Value,Date Requested,Reason Cancelled
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,10,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,5,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,5,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,1,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,3,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,5,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,8,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,4,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,9,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,2,138.76,2018-07-24 13:37:56.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,4,138.76,2018-07-25 12:41:28,CANCELLED: Property from this program can only be used by employees of the agency.
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,1,138.76,2018-07-25 12:41:28,CANCELLED: Property from this program can only be used by employees of the agency.
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,2,138.76,2018-07-25 12:41:28,CANCELLED: Property from this program can only be used by employees of the agency.
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,1,138.76,2018-07-25 12:41:28,CANCELLED: Property from this program can only be used by employees of the agency.
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,5,138.76,2018-07-25 12:41:28,CANCELLED: Property from this program can only be used by employees of the agency.
LESOHQ,AZ,MOHAVE COUNTY SHERIFF'S OFFICE,"BOOTS,HOT WEATHER",PR,5,138.76,2018-07-25 12:41:28,CANCELLED: Property from this program can only be used by employees of the agency.
LESOHQ,AZ,ORO VALLEY POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",EA,1,35140.51,2018-08-13 17:52:08.999999,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,ORO VALLEY POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",EA,1,49440,2018-08-13 13:46:49.999998,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,AZ,PAYSON POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,2,9440,2018-07-26 20:15:28.999996,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,CA,ANTIOCH POLICE DEPT,"TRACK,ROBOT LIFT",EA,1,230,2018-08-08 19:34:43.000003,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,ANTIOCH POLICE DEPT,"TRACK,ROBOT LIFT",EA,1,230,2018-08-04 11:34:11.000004,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,BAKERSFIELD POLICE DEPT,"RANGE FINDER,LASER",EA,2,394,2018-09-25 11:24:56.999998,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CA,BAKERSFIELD POLICE DEPT,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",EA,2,1695,2018-08-06 13:33:49.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,BAKERSFIELD POLICE DEPT,"SIGHT,THERMAL",EA,2,11300,2018-07-10 12:22:08.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that have a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CA,BAKERSFIELD POLICE DEPT,ELECTRIC SHOE CLEAN,EA,2,2350.71,2018-09-25 15:40:43.999997,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,BAKERSFIELD POLICE DEPT,"IMAGE INTENSIFIER,NIGHT VISION",EA,4,6392,2018-08-06 13:30:24.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,BELL GARDENS POLICE DEPT,"BOWL,EATING",BX,1,185.53,2018-07-09 20:19:51.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,BELL GARDENS POLICE DEPT,"GRINDING MACHINE,UT",EA,2,562.06,2018-07-09 20:13:49.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,BELL GARDENS POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-11 14:47:51,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,BELL GARDENS POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-11 14:47:51,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,BELL GARDENS POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-11 14:47:51,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,DHS/ICE ERO SAN FRANCISCO,"ILLUMINATOR,INTEGRATED,SMALL ARMS",EA,7,838,2018-07-20 14:39:46.999996,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CA,DHS/ICE ERO SAN FRANCISCO,ATHLETIC AND SPORTING EQUIPMENT,EA,2,50,2018-08-15 09:24:27.000003,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,CA,DHS/ICE ERO SAN FRANCISCO,FIELD PACK,EA,1,397.28,2018-07-23 15:05:29.999996,CANCELLED:  LESO HQ is unable to approve your request for property. An authorized screener from your Agency was not physically on site when requesting the property for the Walk-in request.
LESOHQ,CA,DHS/ICE ERO SAN FRANCISCO,"PACK,ASSAULT,MOLLE",EA,1,59.95,2018-07-23 15:05:29.999996,CANCELLED:  LESO HQ is unable to approve your request for property. An authorized screener from your Agency was not physically on site when requesting the property for the Walk-in request.
LESOHQ,CA,DHS/ICE HSI LONG BEACH,"LEASH,SHEARS,TRAUMA",EA,72,30.47,2018-09-17 23:37:05.999998,CANCELLED:  LESO HQ is unable to approve your request for property. Property is located at an RCP site overseas.
LESOHQ,CA,DHS/ICE HSI LONG BEACH,"LITTER,FOLDING,RIGI",EA,4,637.98,2018-09-17 08:51:21.000004,CANCELLED:  LESO HQ is unable to approve your request for property. Property is located at an RCP site overseas.
LESOHQ,CA,DHS/ICE HSI LONG BEACH,"LEASH,SHEARS,TRAUMA",EA,72,30.47,2018-09-17 08:51:21.000004,CANCELLED:  LESO HQ is unable to approve your request for property. Property is located at an RCP site overseas.
LESOHQ,CA,DHS/ICE HSI LONG BEACH,"STRAP,LITTER",EA,13,34.54,2018-09-17 08:52:14.000002,CANCELLED:  LESO HQ is unable to approve your request for property. Property is located at an RCP site overseas.
LESOHQ,CA,DHS/ICE HSI LONG BEACH,"LITTER,FOLDING,RIGI",EA,4,637.98,2018-09-17 23:37:05.999998,CANCELLED:  LESO HQ is unable to approve your request for property. Property is located at an RCP site overseas.
LESOHQ,CA,KERN COUNTY SHERIFF OFFICE,"CARTRIDGE,TONER",EA,6,179.68,2018-07-27 10:52:12.000003,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,CA,KERN COUNTY SHERIFF OFFICE,"CARTRIDGE,TONER",EA,5,192.27,2018-07-27 10:52:12.000003,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,CA,KERN COUNTY SHERIFF OFFICE,"GLOVES,DISPOSABLE",BX,10,15.1,2018-08-21 10:47:38.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,KERN COUNTY SHERIFF OFFICE,"BOOTS,HOT WEATHER",PR,16,138.76,2018-09-19 17:12:03.000001,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,CA,LOS ANGELES COUNTY SHERIFF DEPT,"CONTAINER CONFIGURED,ISO",EA,1,16480,2018-07-03 09:51:08.999997,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,LOS ANGELES COUNTY SHERIFF DEPT,"TOOL KIT,DATA NETWO",EA,5,999,2018-07-03 09:51:08.999997,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,LOS ANGELES COUNTY SHERIFF DEPT,SHIPPING AND STORAG,EA,1,4020,2018-07-03 09:51:08.999997,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,LOS ANGELES COUNTY SHERIFF DEPT,"CONTAINER CONFIGURED,ISO",EA,1,16480,2018-07-03 09:51:08.999997,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,MONTEREY COUNTY SHERIFF DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-31 15:34:03.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY COUNTY SHERIFF DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-08-01 11:35:39.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY COUNTY SHERIFF DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-08-01 11:35:39.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY COUNTY SHERIFF DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-31 15:34:03.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY COUNTY SHERIFF DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-31 15:34:03.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"FIRST AID KIT,INDIV",EA,200,222.79,2018-07-04 06:26:35.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-11 07:52:28.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"FIRST AID KIT,INDIV",EA,200,222.79,2018-07-04 06:26:35.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-11 07:52:28.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"FIRST AID KIT,INDIV",EA,200,222.79,2018-07-04 06:26:35.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"KIT,FIRST AID,AIRCR",EA,197,223.74,2018-07-04 06:26:35.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-11 07:52:28.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,MONTEREY PARK POLICE DEPT,"FIRST AID KIT,INDIV",EA,200,222.79,2018-07-04 06:26:35.999998,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,ORANGE COUNTY SHERIFF,"CRANE,TRUCK MOUNTED",EA,1,477000,2018-07-18 10:21:58,CANCELLED: Requested pictures from the DLA property is located at. Need to review pictures to determine if requesting agency can use this property for Law Enforcement use.
LESOHQ,CA,ORANGE COUNTY SHERIFF,"SAW,CHAIN",EA,3,1306.52,2018-08-20 09:50:13.000002,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,ORANGE COUNTY SHERIFF,"SAW,CIRCULAR,GASOLINE,PORTABLE",EA,2,2720.43,2018-08-20 09:50:13.000002,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,ORANGE COUNTY SHERIFF,"CRANE,TRUCK MOUNTED",EA,1,477000,2018-07-31 16:20:56,CANCELLED: Already approved like item DTID W905MW81130002
LESOHQ,CA,SAN JOAQUIN COUNTY SHERIFF'S OFFICE,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-09-21 13:24:03.999997,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CA,SAN LUIS OBISPO COUNTY SHERIFF,BAG DEPLOYMENT,EA,11,274.53,2018-07-01 20:45:52.000001,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,SAN LUIS OBISPO COUNTY SHERIFF,"CUTTER,WIRE ROPE,HAND OPERATED",EA,3,80.73,2018-07-01 20:16:37.000001,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,STOCKTON POLICE DEPT,ASSAULT PACK,EA,5,77.21,2018-08-22 13:14:25.999999,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,STOCKTON POLICE DEPT,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,5,30,2018-08-22 13:14:25.999999,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,STOCKTON POLICE DEPT,ASSAULT PACK,EA,5,77.21,2018-08-23 10:33:10.000002,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,STOCKTON POLICE DEPT,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,5,30,2018-08-23 10:33:10.000002,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,STOCKTON POLICE DEPT,"CART, MOTORIZED",EA,1,7000,2018-08-20 15:28:35.999999,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,STOCKTON POLICE DEPT,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,5,30,2018-08-20 15:28:35.999999,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,STOCKTON POLICE DEPT,ASSAULT PACK,EA,5,77.21,2018-08-30 19:44:25.999996,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,CA,STOCKTON POLICE DEPT,BINOCULARS,EA,2,800,2018-07-31 17:42:25.999998,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CA,USPS/USPIS SAN FRANCISCO DIV,ATHLETIC AND SPORTING EQUIPMENT,EA,2,100,2018-08-06 17:44:29.999999,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,CA,USPS/USPIS SAN FRANCISCO DIV,"GLOVES,BOXING",SE,2,37.31,2018-08-06 17:44:29.999999,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,CA,VENTURA COUNTY SHERIFF OFFICE,"IMAGE INTENSIFIER,NIGHT VISION",EA,29,6392,2018-07-03 16:06:14.999996,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that have a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CA,WOODLAND POLICE DEPT,"SIGHT,REFLEX",EA,29,335,2018-08-02 19:39:28.000002,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CA,WOODLAND POLICE DEPT,"LIGHT,CHEMILUMINESC",BX,1000,20.69,2018-07-25 18:07:44.000003,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CA,WOODLAND POLICE DEPT,ATHLETIC AND SPORTING EQUIPMENT,EA,37,10,2018-08-01 19:10:33.000004,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,CO,ARCHULETA COUNTY SHERIFF OFFICE,MULE,EA,1,4473.5,2018-07-01 01:56:27.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,BOULDER COUNTY SHERIFF OFFICE,"ACCESSORY KIT,GHILL",KT,1,855.16,2018-09-23 14:23:43.999999,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,CO,CHEYENNE COUNTY SHERIFF OFFICE,"CHAIR, OFFICE",EA,6,75,2018-09-07 11:22:07.999999,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,CO,DHS/ICE HSI DENVER,"LOCKER, STORAGE",EA,1,1300,2018-08-15 17:42:49.999999,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,CO,DILLON POLICE DEPT,THERMAL IMAGING SYSTEM,EA,1,13265.94,2018-08-20 19:44:48.999995,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CO,DILLON POLICE DEPT,SEDAN,EA,1,17500,2018-08-04 00:15:01.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,DILLON POLICE DEPT,THERMAL IMAGING SYSTEM,EA,1,13265.94,2018-08-20 19:43:47.000003,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CO,DILLON POLICE DEPT,THERMAL IMAGING SYSTEM,EA,1,13265.94,2018-08-20 19:43:47.000003,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CO,DILLON POLICE DEPT,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",EA,4,1012.7,2018-08-30 19:38:04.999998,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CO,DILLON POLICE DEPT,"IMAGE INTENSIFIER,NIGHT VISION",EA,4,6392,2018-08-03 23:57:00.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,DILLON POLICE DEPT,"IMAGE INTENSIFIER,NIGHT VISION",EA,10,6392,2018-07-03 21:22:42.000001,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that have a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,CO,FLORENCE POLICE DEPT,SMALL CRAFT BOAT,EA,2,1950,2018-09-24 11:02:32.000001,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,FLORENCE POLICE DEPT,TRAILER,EA,1,8000,2018-09-04 17:13:06.000004,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,FLORENCE POLICE DEPT,MULE,EA,1,10499,2018-07-17 15:49:39.000003,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,FLORENCE POLICE DEPT,SMALL CRAFT BOAT,EA,2,100,2018-09-24 11:07:46.999997,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GRAND COUNTY SHERIFF OFFICE,TRAILER,EA,1,8000,2018-09-04 22:51:06.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-19 18:54:32.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,MULE,EA,1,8799,2018-07-17 19:46:39,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,MULE,EA,3,5000,2018-07-17 19:46:39,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"UP ARMORED NTVS, DEMIL C",EA,1,98579,2018-07-25 10:35:11.999999,PAPERWORK: Agency does not have approved Armored paperwork on file with the LESO.  Please contact State Coordinator for guidance.
LESOHQ,CO,GREELEY POLICE DEPT,MULE,EA,1,8799,2018-07-19 13:31:04.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,MULE,EA,3,5000,2018-07-19 13:31:04.999999,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",EA,2,1695,2018-08-05 00:48:59,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-19 18:54:32.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2018-07-19 18:54:32.000002,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,CO,GREELEY POLICE DEPT,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2018-07-22 00:04:12.999996,CANCELLED:  Item(s) has already been approved for another agency.
