State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,DEMIL Code,Date Shipped,Justification
ME,CARIBOU POLICE DEPT,2YTBY871296787,8140,008282938,"CHEST,AMMUNITION",EA,20,3.88,A,2017-05-26 00:00:00,"USE TO STORE EQUIPMENT FOR POLICE DEPARTMENT SUCH AS FIRST AID BANDAGES, FLARES, REFLECTOR KITS, AND VARIOUS OTHER POLICE EQUIPMENT"
ME,CARIBOU POLICE DEPT,2YTBY871296786,8140,012524290,"CONTAINER ASSEMBLY,CARTRIDGE",EA,20,7.5,A,2017-05-26 00:00:00,"USE TO STORE EQUIPMENT FOR POLICE DEPARTMENT SUCH AS FIRST AID BANDAGES, FLARES, REFLECTOR KITS, AND VARIOUS OTHER POLICE EQUIPMENT"
ME,CARIBOU POLICE DEPT,2YTBY871317368,3750,DSLANDSCP,GARDENING IMPLEMENTS AND TOOLS,EA,1,5000,A,2017-06-01 00:00:00,USED TO MOW THE GRASS AT OUR POLICE FIRING RANGE RANGE IS USED BY US BORDER PATROL US CUSTOMS AND NUMEROUS OTHER AGENCIES IN OUR COUNTY
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S70977858,5855,006295334,NIGHT VISION SIGHT INDIVIDUAL SERVED WEA,EA,11,5650,F,2017-04-11 00:00:00,"TO BE USED BY THE SHERIFF'S OFFICE MULTIJURISDICTIONAL ESU TEAM TO IMPROVE OFFICER SAFETY. AND TO ASSIST IN SEARCH AND RESCUE OPERATIONS IN  LOW, NO LIGHT SITUATIONS"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S70967447,5855,011520506,BATTERY COMPARTMENT,EA,15,17.53,B,2017-04-12 00:00:00,"TO BE UTILIZED BY THE SHERIFF'S OFFICE ESU TEAM ON OUR NIGHT VISION SCOPES TO HELP DEFRAY COST OF THE ORIGINAL BATTERY SYSTEM WITH TWO AA BATTERIES THAT ARE MORE COST EFFECTIVE AND EASIER TO OBTAIN IN CRITICAL SITUATIONS._x000D_
"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71152793,5180,015484210,"TOOL KIT,AIRCRAFT M",KT,2,1638,A,2017-05-05 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE GARAGE TO WORK ON OUR VEHICLES AND EQUIPMENT
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71039669,6130,015003401,"CHARGER,BATTERY",EA,1,4046,A,2017-05-05 00:00:00,TO BE USED BY THE SHERIFFS OFFICE FLEET MAINTENANCE TO START OUR MRAP IN THE CASE IT WILL NOT START 
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71029411,7110,DSSAFE000,SAFE,EA,1,200,A,2017-05-05 00:00:00,TO BE USED BY THE SHERIFFS OFFICE TO SECURE ITEMS OR EVIDENCE  IN ONE OF OUR 4 SUBSTATION
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71029409,6210,DSLIGHTSE,LIGHT SET,EA,3,179,A,2017-05-05 00:00:00,"TO BE USED BY SHERIFF'S OFFICE PERSONNEL TO IMPROVE OFFICER SAFETY DURING LOW LIGHT SITUATIONS, ACCIDENTS AND CRIME SCENES OR DURING NATURAL DISASTERS   "
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71029406,5120,DSVISE000,VISE,EA,10,73.2,A,2017-05-05 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE GARAGE WHEN WORKING ON MARKED AND IN MARKED SHERIFFS VEHICLES AND EQUIPTMENT 
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71039846,7110,DSSAFE000,SAFE,EA,1,1868,A,2017-05-05 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE PERSONNEL TO SECURE EVIDENCE AT ONE OF OUR SUBSTATION
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71029234,3920,002738211,"SLED,SCOW TYPE",EA,1,2908.58,A,2017-05-05 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE FOR COLD WEATHER RECOVERY OF VICTIMS AND TO TRANSPORT EQUIPMENT ACROSS ICE AND SNOW COVERED AREAS
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71029155,2530,015725907,"WHEEL,PNEUMATIC TIR",AY,1,3334,A,2017-05-05 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE AS A SPARE TIRE AND WHEEL IN THE EVENT THAT WE HAVE A TIRE AND WHEEL  MALFUNCTION ON OUR MRAP 
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71235081,7021,DSLAPTOP2,LAPTOP COMPUTER,EA,1,1800,A,2017-05-06 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE MEMBERS TO IMPROVE PERFORMANCE AND MAINTAIN ACCURATE RECORDS
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71235080,3431,006911415,"TORCH OUTFIT,WELDING,GAS SHIELDED ARC",EA,1,1805,A,2017-05-06 00:00:00,TO BE UTILIZED BY THE SHERIFF'S OFFICE FLEET MAINTAIN TO REPAIR EQUIPMENT
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71039678,6530,DSEXAMEQP,HOSPITAL EXAM EQUIPMENT,EA,1,2000,A,2017-05-06 00:00:00,"I SPOKE WITH DAN ARNOLD ABOUT ACQUIRING THIS ITEM LAST WEEK, THIS WILL BE USED BY THE SHERIFF OFFICE FOR A POST INCIDENT REHAB TRAILER FOR OUR ESU TEAM TO HELP IMPROVE OVERALL OFFICER SAFETY"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286663,8145,015727590,SHIPPING AND STORAG,EA,5,3860.25,A,2017-05-12 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE TO STORE EQUIPMENT SAFELY IN OUR COMMAND POST AND MRAP 
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286659,6530,DSHOSPSUP,"HOSPITAL FURNITURE, EQUIP AND SUPPLIES",EA,2,1475.23,A,2017-05-12 00:00:00,TO BE USED BY SHERIFF'S OFFICE PERSONAL TO EVACUATE INJURED OFFICERS OR CIVILIANS DURING HOSTILE SITUATIONS ON IN NATURAL DISASTERS THAT REQUIRES EVAC
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286657,4020,002319014,"ROPE,FIBROUS",CL,1,568.64,A,2017-05-12 00:00:00,TO BE USED BY THE SHERIFF'S OFFICE FOR SEARCH AND RESCUE AND ON OUR MARINE UNITS 
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286654,6670,015190669,"SCALE,WEIGHING",EA,1,1173.59,A,2017-05-12 00:00:00,TP BE UTILIZED BY THE SHERIFF'S OFFICE TO DOCUMENT AND WEIGH SEIZED DRUGS 
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71327997,6545,015286546,"FIRST AID KIT,INDIV",EA,175,222.79,A,2017-05-16 00:00:00,"TO BE ISSUED TO SHERIFF'S OFFICE PERSONNEL AND PLACED AT OUR SUBSTATIONS, ON OUR MARINE UNITS AND ISSUED TO OUR EMERGENCY SERVICES UNIT IN THE EVENT THAT EMERGENCY FIRST AID SHOULD BE NEEDED"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286520,7310,DSWARMER0,WARMER,EA,1,1000,A,2017-05-18 00:00:00,TO BE REUTILIZED BY THE SHERIFF'S OFFICE EVIDENCE COLLECTION TECHNICIANS TO MAINTAIN TEMPERATURE DURING FORENSIC TESTING 
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71224889,7310,DSWARMER0,WARMER,EA,1,1000,A,2017-05-18 00:00:00,THE SHERIFF'S OFFICE WOULD LIKE TO REUTILIZE THIS ITEM FOR OUR EVIDENCE TECHNICIANS TO MAINTAIN TEMP ON COLLECTED EVIDENCE TO OBTAIN LATENT PRINTS AND OTHER EVIDENCE COLLECTION   
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71368814,4933,013947781,"BORELIGHT SYSTEM,LASER",EA,1,651,B,2017-05-18 00:00:00,"TO BE UTILIZED BY SHERIFF'S OFFICER ARMORER TO MAINTAIN OUR LONG GUN AND LONGEVITY OF THE WEAPONS SYSTEM. I PUT IN FOR THIS LAST NIGH AND CLICKED THE WALK IN TAB BY MISTAKE, MY STATE COORDINATOR NOTED THAT IN HIS APPROVAL  LAST NIGHT MY ERROR "
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71420756,6130,DSINVERTE,POWER INVERTER,EA,4,225,A,2017-05-26 00:00:00,"TO BE USED IN THE SHERIFF'S OFFICE COMMAND POST TO PROVIDE POWER TO CHARGE FLASHLIGHT, CELL PHONE CHARGES AND RADIO ON LONG SCENES"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286529,8140,013169143,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",EA,30,22.26,A,2017-05-26 00:00:00,"TO BE USED BY THE SHERIFF'S OFFICE TO STORE EQUIPMENT IN OUR CRUISERS, BOATS AND ATV'S"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286526,8140,012524290,"CONTAINER ASSEMBLY,CARTRIDGE",EA,50,7.5,A,2017-05-26 00:00:00,"TO BE USED BY THE SHERIFF'S OFFICE TO STORE EQUIPMENT IN OUR CRUISERS, BOATS AND ATV'S"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71286525,8140,008282938,"CHEST,AMMUNITION",EA,50,3.88,A,2017-05-26 00:00:00,"TO BE USED BY THE SHERIFF'S OFFICE TO STORE EQUIPMENT IN OUR CRUISERS, BOATS AND ATV'S"
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71368812,7025,DSPRINT05,PRINTER,EA,4,1606.8400000000001,A,2017-05-26 00:00:00,"TO BE USED BY SHERIFF'S DEPUTIES AT OUR 4 SUBSTATIONS TO PRINT REPORTS AND OTHER FORMS NEED TO PERFORM THERE DUTIES AS LAW ENFORCEMENT OFFICER. THE PRINTERS WE HAVE NOW ARE ANTIQUATED, AND NEED TO BE UPGRADED. THESE WILL BE A SAVINGS TO THE TAXPAYER OF THE COUNTY "
ME,CUMBERLAND COUNTY SHERIFF'S OFFICE,2YTC1S71328011,2340,DSMULE000,MULE,EA,1,8000,A,2017-05-31 00:00:00,"TO BE USED BY SHERIFF'S PERSONNEL FOR SEARCH AND RESCUE, COUNTER DRUG ENFORCEMENT AND DURING NATURAL DISASTER IN OFF ROAD SETTING   "
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70946666,7025,DSFINGERP,FINGERPRINTING MACHINE,EA,1,7290,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS MACHINE TO HELP WITH FINGERPRINTING SUSPECTS IN CRIMES AND FOR CRIMINAL BACKGROUND CHECKS.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70946663,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,1855.4,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS CAMERA TO HELP WITH CRIME SCENE DOCUMENTATION.  
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70946785,7025,DSFINGERP,FINGERPRINTING MACHINE,EA,1,14182.99,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS TO FINGERPRINT SUSPECTS FROM CRIMES AND FOR CRIMINAL BACKGROUND CHECKS.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70916160,8345,006561444,"FLAG,NATIONAL",EA,3,144.92000000000002,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THESE FLAGS IN OUR POLICE STATION
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70916159,7490,016576124,"LABEL MAKER,DESKTOP",EA,1,53.09,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WOULD USE THIS LABEL MAKER TO HELP WITH EVIDENCE TRACKING AS WE USE EVIDENCE LABELS FOR ALL ITEMS.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70802931,7730,DSDVD0001,DVD PLAYER,EA,5,50,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THESE DVD PLAYERS TO PUT WITH OUR CURRENT OLDER MODEL TVS SO THAT THEY WILL HAVE ACCESS TO USE DVDS WITHOUT CONNECTING LAPTOPS OR OTHER DEVICES. 
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70802927,4110,DSCOOLER0,"COOLER, WATER",EA,2,25.59,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS IN OUR POLICE STATION TO COOL WATER FOR PERSONNEL TO DRINK.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70946782,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,100,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS CAMERA TO PROVIDE TO OUR OFFICERS FOR CRIME SCENE DOCUMENTATION.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70874692,7025,DSPRINT05,PRINTER,EA,1,122,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS ITEM TO HELP PREPARE OUR POLICE REPORTS AND FOR GENERAL PRINTING.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70895425,7730,DSTELEVI3,"TELEVISION, PERSONAL/HOME USE",EA,1,4999,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS TV IN OUR POLICE STATION TO DISPLAY OUR RECORDING CAMERAS AND AS A BACK UP TV FOR THE TRAINING ROOM. 
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70916161,8465,015247263,WAIST PACK,EA,2,15.450000000000001,A,2017-04-05 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THESE PACKS WITH OUR K9 PROGRAM.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70823722,6710,DSCAMERA1,"CAMERA, MOTION PICTURE",EA,1,20,A,2017-04-06 00:00:00,THE FARMINGTON POLICE DEPARTMENT WOULD LIKE TO USE THIS CAMERA AS PART OF A TELECONFERENCE MACHINE TO HOST MEETINGS AND TRAININGS AT OUR POLICE DEPARTMENT.
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG70957037,7025,DSMONIT08,"MONITOR, COMPUTER",EA,35,100,A,2017-04-19 00:00:00,"THE FARMINGTON POLICE DEPARTMENT WILL USE THESE MONITORS TO REPLACE OLDER UNITS, WE WILL ALSO PROVIDE THESE TO THE OFFICERS FOR CURRENT USE WITH THEIR LAPTOPS.  THIS WILL ALLOW THE OFFICERS TO HAVE DOUBLE MONITORS SO THEY CAN REVIEW RECORDINGS WHILE TYPING REPORTS."
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG71214652,1005,009215004,"MAGAZINE,CARTRIDGE",EA,12,12.3,D,2017-05-11 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THESE MAGAZINES TO PROVIDE TO OUR OFFICERS FOR USE WITH THEIR ASSIGNED PATROL RIFLE.  
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG71327822,6545,015286546,"FIRST AID KIT,INDIV",EA,35,222.79,A,2017-05-18 00:00:00,"THE FARMINGTON POLICE DEPARTMENT WILL USE THESE KITS TO PROVIDE TO OUR OFFICERS FOR USE AS TRAUMA KITS.  THESE KITS APPEAR TO HAVE TOURNIQUETS, WHICH WE NEED.  SOME OF THESE KITS WILL BE USED FOR TRAINING TO TEACH THE OFFICERS WHAT TOOLS THEY HAVE AVAILABLE TO THEM, "
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG71420920,2330,DSTRAILE1,TRAILER,EA,1,7900,A,2017-05-26 00:00:00,THE FARMINGTON POLICE DEPARTMENT WILL USE THIS TRAILER TO MOVE DEPARTMENT VEHICLES AND EQUIPMENT. 
ME,FARMINGTON POLICE DEPARTMENT,2YTPTG71513130,4140,011622629,"FAN,VENTILATING",EA,8,73.29,A,2017-06-02 00:00:00,"THE FARMINGTON POLICE DEPARTMENT WOULD USE THESE FANS IN OUR GARAGE TO HELP WITH A MOISTURE PROBLEM WE ARE HAVING DUE TO WASHING CRUISERS IN THE GARAGE,"
ME,RUMFORD POLICE DEPT,2YTKHL71112224,1940,DSBOAT000,SMALL CRAFT BOAT,EA,1,1500,A,2017-05-03 00:00:00,RUMFORD PD IS LOCATED IN WESTERN FOOTHILLS OF MAINE WITH THE ANDROSCOGGIN RIVER FLOWING THROUGH.  THE BOAT WOULD BE KEPT AVAILABLE FOR ANY FLOOD SITUATIONS AND EVACUATION OR WATER RESCUE NEEDS.
ME,SANFORD POLICE DEPT,2YTKQX71255954,2330,DSTRAILE1,TRAILER,EA,1,14000,A,2017-05-12 00:00:00,THE SANFORD POLICE DEPARTMENT WILL USE THIS TRAILER TO STORE HIGHWAY SAFETY ITEMS SUCH AS TRAFFIC CONES AND BARRICADES.  IT WILL BE USED TO BRING THESE DEVICES TO AREAS NEEDING POLICE ROAD CLOSURES FOR SPECIAL EVENTS AND LAW ENFORCEMENT INCIDENTS.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES70864271,6230,DSLIGHT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,6,5000,A,2017-04-11 00:00:00,WE WOULD USE THIS ITEM FOR OUR CRIME SCENE EVIDENCE PROCESSING VEHICLE WE ARE CURRENTLY BUILDING.  THESE ITEMS WOULD BE USED TO ILLUMINATE CRIME SCENES FOR OUR EVIDENCE TECHS TO PROCESS.  
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES70936611,7195,DSMISCFUR,MISCELLANEOUS FURNITURE AND FIXTURES,EA,20,1335.84,A,2017-04-11 00:00:00,"WE WOULD USE THESE ITEMS IN OUR REMODELING OF THE PUBLIC SAFETY BUILDING.  WE ARE REDOING OUR REPORT ROOM WHICH HAS SEVERAL WORK STATIONS, CHIEF, DEP CHIEFS, SERGEANT, ADMIN ASSISTANT, RECORDS, TRAINING ROOM, CONFERENCE ROOM, AND OUR 3 EVIDENCE ROOMS."
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES70936568,4240,015107848,"SPECTACLES,INDUSTRI",EA,36,33.24,A,2017-04-11 00:00:00,WE WOULD USE THESE WITH OUR AIR SOFT WEAPONS AND TASER TRAINING FOR OUR OFFICERS.  THIS WOULD ALSO BE USED ON OUR SHOOTING RANGE FOR FIREARMS.  WE WOULD ALSO USE THESE IN LESS LETHAL TRAINING.  WE WOULD ALSO USE THESE WHEN PERFORMING WORK ON BUILDING CONSTRUCTION AT OUR STORAGE FACILITY.  
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES70946829,2320,013544529,"TRUCK,DUMP",EA,1,141557,A,2017-04-12 00:00:00,WE WOULD USE THIS DUMP TRUCK FOR THE CONSTRUCTION OF OUR FIREARMS RANGE AND THE HAULING OF STONE FOR OUR PARKING LOT AT OUR EVIDENCE STORAGE LOCATION. 
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71018774,4210,DSFFEQUIP,FIRE FIGHTING EQUIPMENT,EA,1,856,A,2017-04-12 00:00:00,USE FOR FIREARMS TRAINING TO CREATE DISTRACTION FROM SEEING TARGETS CLEARLY.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71018779,6130,014433557,"CHARGER,BATTERY",EA,1,1267.71,A,2017-04-12 00:00:00,"WE WOULD USE THIS CHARGER TO CHARGE AND START OUR 24VOLT VEHICLES LIKE THE DUMP TRUCK, HUMMERS, AND MRAP.  WE DO NOT HAVE A 12VOLT-24VOLT CHARGER."
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES70957264,3930,DSFORKLIF,FORKLIFT,EA,1,25232.83,A,2017-04-12 00:00:00,WE WOULD USE THIS ITEM TO UNLOAD MATERIALS AND EQUIPMENT AT THE POLICE HQ AND OUR STORAGE FACILITY.  WE WOULD USE IT WHEN WE RECEIVE SHIPMENTS ON PALLETS FROM THE LESO AND MANUFACTURERS. 
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES70956988,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,16627.39,A,2017-04-18 00:00:00,WE WOULD USE THIS ITEM FOR POLICE PATROL OF THE RIVER WALK TRAIL THAT IS INACCESSIBLE TO REGULAR VEHICLES. WE WOULD ALSO USE THIS FOR SPECIAL EVENTS IN THE CITY THAT WE PATROL SUCH AS PARADES AND FESTIVALS.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71018695,4940,DSMSCREPE,MISC MAINTENANCE AND REPAIR SHOP,EA,1,12791.6,A,2017-04-18 00:00:00,WE WOULD USE THIS ITEM IN THE MAINTENANCE OF OUR 2 STORY EVIDENCE BUILDING.  THE BUILDING NEEDS A NEW ROOF AND SIDING ON IT ASAP AND THIS ITEM WOULD ALLOW US TO DO THIS. WE WOULD ALSO USE THIS IN THE CONSTRUCTION OF OUR RANGE BUILDING. 
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES70956990,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,16627.39,A,2017-04-18 00:00:00,WE WOULD USE THIS ITEM IN THE CONSTRUCTION AND MAINTENANCE OF OUR OUTDOOR FIREARMS TRAINING AREA.  THIS ITEM WOULD BE USED FOR TRANSPORT OF MATERIALS AND PERSONNEL DURING AND AFTER AT THE FIREARMS RANGE. 
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71018708,2410,001859792,"TRACTOR,FULL TRACKED,LOW SPEED",EA,1,72325,A,2017-04-24 00:00:00,"WE WOULD USE THIS ITEM IN THE MAJOR CONSTRUCTION OF OUR FIREARMS RANGE.  THIS WOULD BE USED FOR THE GRADING AND ROAD INSTALL, FORMING OF THE MOUNDS, AND GRADING OF THE BUILDING LOCATION."
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71018697,4120,DSAIRCOND,AIR CONDITIONER,EA,1,100,A,2017-04-25 00:00:00,WE WOULD PUT THIS ITEM ON OUR COMMUNITY POLICING TRAILER THAT IS USED FOR SPECIAL EVENTS IN THE SUMMER AND AS A COMMAND POST FOR LARGE INCIDENTS.  THE TRAILER CURRENTLY DOES NOT HAVE ANY AC IN IT.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71091243,5820,016009530,RECEIVER-TRANSMITTE,EA,14,2139,D,2017-04-26 00:00:00,ASSIGNED TO OFFICERS SO THEY CAN COMMUNICATE WITH EACH OTHER AND CENTRAL DISPATCH.  SAME AS CURRENT MODEL WE ARE USING.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71091235,7025,DSPROJEC2,"PROJECTOR, COMPUTER SCREEN",EA,4,4000,A,2017-04-26 00:00:00,"FOR USE IN POLICE TRAINING ROOM, BRIEFING ROOM, AND FOR PRESENTATIONS REGARDING CRIME PREVENTION."
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71091261,5820,015496407,RECEIVER-TRANSMITTE,EA,18,3760.17,D,2017-04-26 00:00:00,"FOR USE BY OFFICERS TO COMMUNICATE WITH EACH OTHER AND DISPATCH.  ALSO, FOR SPARE PARTS FOR OPERABLE RADIOS REQUESTED."
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71091393,3930,011580849,"TRUCK,LIFT,FORK",EA,1,72370,A,2017-04-28 00:00:00,"WE WOULD USE THIS ITEM FOR THE CONSTRUCTION OF THE 2 STORY RANGE HOUSE WE ARE BUILDING.  WE WOULD ALSO USE THIS FOR THE RENOVATIONS WE ARE PERFORMING TO THE POLICE HQ WITH DRYWALL, HVAC, AND OTHER HEAVY MATERIALS TO THE 2ND FLOOR."
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71183854,4210,DSFFHOSE0,FIRE HOSE,EA,26,50,A,2017-05-02 00:00:00,HOSE WILL BE USED FOR WATER SUPPLY AND DECONTAMINATION EFFORTS AT METH SCENES.  MANY SCENES REQUIRE LONG HOSE LAYS TO A FIRE HYDRANT AND REQUIRE US TO TAKE HOSE FROM THE FIRE TRUCKS FOR THIS PURPOSE.  WILL ALSO BE CARRIED IN PATROL CARS TO WASH DOWN FLUID SPILLS AT ACCIDENT SCENES ELIMINATING THE NEED FOR A FIRE TRUCK RESPONSE. 
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71173599,5965,016102948,HEADSET-MICROPHONE,EA,13,763.2,A,2017-05-02 00:00:00,WILL BE USED WITH BLUETOOTH ADAPTOR TO CONNECT TO OUR PORTABLE RADIOS AND WILL BE UTILIZED FOR TACTICAL OPERATIONS AS WELL AS EVENTS WITH LOUD NOISE.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71183921,2320,013543384,"TRUCK,VAN",EA,1,124607,A,2017-05-03 00:00:00,"THIS TRUCK WILL BE USED BY THE DEPARTMENT AS A CRIME SCENE RESPONSE VEHICLE.  IT WILL BE STOCKED WITH NEEDED SUPPLIES AND ALLOW US AMPLE ROOM NOT ONLY TO PROCESS SOME EVIDENCE AT THE SCENE, BUT ALSO TRANSPORT EVIDENCE BACK TO THE STATION."
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71163152,7025,DSPRINT05,PRINTER,EA,2,779,A,2017-05-04 00:00:00,WE WOULD USE THESE ITEMS IN OUR POLICE REPORT ROOM AS OUR PRINTERS ARE GETTING OLD AND NOT WORKING AS WELL ANYMORE.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71101610,4140,DSAIRCIRC,"FANS, AIR CIRCULATORS, AND BLOWER EQUIP",EA,2,1091.53,A,2017-05-04 00:00:00,AC UNIT WILL BE USED FOR THE REPORT ROOM AND ONE FOR THE INTERVIEW ROOM.  BOTH ROOMS HAVE AC UNITS THAT DO NOT WORK
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71152859,5836,DSVIDEORE,VIDEO RECORDING AND REPRODUCING EQUIPMEN,EA,4,28568,A,2017-05-04 00:00:00,WE WOULD ASSIGN THESE TO OUR DETECTIVES WHO CONDUCT SURVEILLANCE OF DRUG DEALERS AND USE THEM FOR RECORDING EVIDENCE AT DRUG RAIDS. WE WOULD RECORD ARSON SCENES FOR THE PROSECUTORS.
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71091222,7025,DSMONIT08,"MONITOR, COMPUTER",EA,10,100,A,2017-05-04 00:00:00,"MONITORS WILL BE USED TO REPLACE OLDER, SMALLER MONITORS ON DESKTOP COMPUTERS USED FOR REPORT WRITING AND INVESTIGATIONS.  WILL ALSO BE USED WITH LAPTOP COMPUTERS AS SECOND MONITOR FOR SAME PURPOSE"
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71091230,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,8,841.4,A,2017-05-04 00:00:00,WILL BE ASSIGNED TO PATROL CARS FOR THE PURPOSE OF TAKING PICTURES FOR EVIDENCE PURPOSES FOR CRIMINAL INVESTIGATIONS
MI,ALBION DEPT OF PUBLIC SAFETY,2YTAES71152763,7830,DSELLIPTI,ELLIPTICAL,EA,2,1500,A,2017-05-04 00:00:00,WE WOULD USE THESE ITEMS FOR OUR GYM AREA WE ARE BUILDING.  WE WOULD USE THESE TO KEEP OUR POLICE OFFICERS IN SHAPE AND GOOD HEALTH.
