Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Demil Code,Date Requested,Justification,Reason Cancelled
STATE,1828284,KY,LOUISVILLE METRO POLICE DEPT,8465,DSCASECAR,INDIVIDUAL CASE,EA,2,3.2600000000000002,A,2017-04-13 09:41:16,"LOUISVILLE POLICE USE_x000D_
OFFICES WILL USE CASES TO STORE LAW ENFORCEMENT ISSUED LONG RIFLES AND SHOT GUNS",Rejected by ECS00148.
STATE,1828281,KY,LOUISVILLE METRO POLICE DEPT,3405,DSSAWFILE,SAWS AND FILING MACHINES,EA,1,409.28000000000003,A,2017-04-13 09:41:16,"LOUISVILLE POLICE USE_x000D_
OFFICERS AND DETECTIVES IN POLICE SPECIAL OPERATIONS TEAMS WILL USE CHAIN SAW FOR EMERGENCY ENTRIES AND LAW ENFORCEMENT OPERATIONS",Rejected by ECS00148.
STATE,1828280,KY,LOUISVILLE METRO POLICE DEPT,4220,DSMARLIFD,MARINE LIFESAVING AND DIVING EQUIPMENT,EA,3,3461.9900000000002,A,2017-04-13 09:41:16,"LOUISVILLE POLICE USE_x000D_
POLICE OFFICERS ASSIGNED TO THE POLICE DIVE AND WATER RESCUE TEAMS WILL USE FINS FOR EMERGENCY RESCUES",Rejected by ECS00148.
STATE,1828279,KY,LOUISVILLE METRO POLICE DEPT,6230,DSLIGHT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,27,144.26,A,2017-04-13 09:41:16,"LOUISVILLE POLICE USE_x000D_
OFFICERS WILL USE HEADLIGHTS ON CRIME SCENES AND ACCIDENT INVESTIGATIONS.",Rejected by ECS00148.
STATE,1828278,KY,LOUISVILLE METRO POLICE DEPT,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,3,30,A,2017-04-13 09:41:16,"LOUISVILLE POLICE USE_x000D_
CAMERA WILL BE USED BY POLICE OFFICERS AND DETECTIVES FOR LAW ENFORCEMENT PURPOSES AND CRIMINAL DOCUMENTATION",Rejected by ECS00148.
STATE,1828277,KY,LOUISVILLE METRO POLICE DEPT,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,40,A,2017-04-13 09:41:16,"LOUISVILLE POLICE USE_x000D_
CAMERA WILL BE USED BY POLICE OFFICERS AND DETECTIVES FOR LAW ENFORCEMENT PURPOSES AND CRIMINAL DOCUMENTATION",Rejected by ECS00148.
STATE,1846608,KY,WEST POINT POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,25000,A,2017-05-04 09:26:38,FOR THE WEST POINT POLICE TO USE AS A MOBILE COMMAND POST ON LARGE AND LONG SCENES ,Rejected by ECS00148.  Comments: Already requested by another LEA.
STATE,1821934,ME,FARMINGTON POLICE DEPARTMENT,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,15,300,A,2017-04-05 09:15:28,"THE FARMINGTON POLICE DEPARTMENT WILL ASSIGN THESE CAMERAS TO OUR EACH OF OUR OFFICERS FOR USE AT CRIME SCENES, MOTOR VEHICLE CRASHES, AND FOR GENERAL POLICE INVESTIGATIONS.",Cancelled by customer / manager request
STATE,1821936,ME,FARMINGTON POLICE DEPARTMENT,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,7,300,A,2017-04-05 09:15:28,"THE FARMINGTON POLICE DEPARTMENT WILL ASSIGN THESE CAMERAS TO OUR EACH OF OUR OFFICERS FOR USE AT CRIME SCENES, MOTOR VEHICLE CRASHES, AND FOR GENERAL POLICE INVESTIGATIONS.",Cancelled by customer / manager request
STATE,1821935,ME,FARMINGTON POLICE DEPARTMENT,6720,DSCAMERA2,"CAMERA, STILL PICTURE",EA,15,300,A,2017-04-05 09:15:28,"THE FARMINGTON POLICE DEPARTMENT WILL ASSIGN THESE CAMERAS TO OUR EACH OF OUR OFFICERS FOR USE AT CRIME SCENES, MOTOR VEHICLE CRASHES, AND FOR GENERAL POLICE INVESTIGATIONS.",Cancelled by customer / manager request
STATE,1843089,MI,ALBION DEPT OF PUBLIC SAFETY,8415,DSBAG8415,"CLOTHING, SPECIAL PURPOSE",LB,200,119,A,2017-04-28 21:02:39,ALBION PUBLIC SAFETY WOULD USE THESE ITEMS FOR OUR CRIME SCENE FORENSIC UNIT WHEN OUR OFFICERS PROCESS CRIME SCENES.  OFFICERS USE THESE SUITS TO KEEP THEMSELVES SAFE WHILE COLLECTING EVIDENCE.,Rejected by ELG00055.  Comments: No longer in DOD cycle.
STATE,1837178,MI,ALBION DEPT OF PUBLIC SAFETY,4140,DSAIRCIRC,"FANS, AIR CIRCULATORS, AND BLOWER EQUIP",EA,2,1091.53,A,2017-04-19 16:33:02,A,Cancelled by customer / manager request
STATE,1851942,MI,ALBION DEPT OF PUBLIC SAFETY,2320,DSTRUCK00,TRUCKS AND TRUCK TRACTORS,EA,1,30000,A,2017-05-12 04:51:41,ALBION POLICE WOULD USE THIS VEHICLE TO TRANSPORT MATERIALS FOR THE FIREARMS RANGE AND TO GET MATERIALS FOR THE RENOVATION TO THE POLICE HQ.  ALBION POLICE WOULD ALSO USE THIS VEHICLE TO TRANSPORT ITEMS FROM THE LESO PROGRAM.,Rejected by ELG00055.  Comments: Approved for another state  agency.
STATE,1850747,MI,ALBION DEPT OF PUBLIC SAFETY,7021,015751114,"COMPUTER,DIGITAL",EA,1,1990,F,2017-05-10 08:40:00,"COMPUTER WILL BE USED BY OFFICERS TO COMPLETE REPORTS, DO INVESTIGATIONS AND COMMUNICATE BY EMAIL.  THIS COMPUTER WILL REPLACE A COMPUTER ALREADY OBTAINED THAT IS NOT FUNCTIONAL.",Rejected by ELG00055.  Comments: Unable to approve DEMIL F property.
STATE,1850746,MI,ALBION DEPT OF PUBLIC SAFETY,7021,015751114,"COMPUTER,DIGITAL",EA,1,1990,F,2017-05-10 08:40:00,"COMPUTER WILL BE USED BY OFFICERS TO COMPLETE REPORTS, DO INVESTIGATIONS AND COMMUNICATE BY EMAIL.  THIS COMPUTER WILL REPLACE A COMPUTER ALREADY OBTAINED THAT IS NOT FUNCTIONAL.",Rejected by ELG00055.  Comments: Unable to approve DEMIL F property.
STATE,1850745,MI,ALBION DEPT OF PUBLIC SAFETY,7021,015751114,"COMPUTER,DIGITAL",EA,1,1990,F,2017-05-10 08:40:00,"COMPUTER WILL BE USED BY OFFICERS TO COMPLETE REPORTS, DO INVESTIGATIONS AND COMMUNICATE BY EMAIL.  THIS COMPUTER WILL REPLACE A COMPUTER ALREADY OBTAINED THAT IS NOT FUNCTIONAL.",Rejected by ELG00055.  Comments: Unable to approve DEMIL F property.
STATE,1850744,MI,ALBION DEPT OF PUBLIC SAFETY,7021,015751114,"COMPUTER,DIGITAL",EA,1,1990,F,2017-05-10 08:40:00,"COMPUTER WILL BE USED BY OFFICERS TO COMPLETE REPORTS, DO INVESTIGATIONS AND COMMUNICATE BY EMAIL.  THIS COMPUTER WILL REPLACE A COMPUTER ALREADY OBTAINED THAT IS NOT FUNCTIONAL.",Rejected by ELG00055.  Comments: Unable to approve DEMIL F property.
STATE,1850743,MI,ALBION DEPT OF PUBLIC SAFETY,7021,015751114,"COMPUTER,DIGITAL",EA,1,1990,F,2017-05-10 08:40:00,"COMPUTER WILL BE USED BY OFFICERS TO COMPLETE REPORTS, DO INVESTIGATIONS AND COMMUNICATE BY EMAIL.  THIS COMPUTER WILL REPLACE A COMPUTER ALREADY OBTAINED THAT IS NOT FUNCTIONAL.",Rejected by ELG00055.  Comments: Unable to approve DEMIL F property.
STATE,1845355,MI,ALLEGAN COUNTY SHERIFF DEPT,1385,015936219,PACKBOT 510 WITH FASTAC REMOTELY CONTROL,EA,1,77000,Q,2017-05-02 15:36:03,THIS WILL BE USED BY THE SHERIFFS OFFICE SWAT TEAM DURING TACTICAL OPERATIONS TO LOOK INTO WINDOWS AND OPEN DOORS WHERE IT WOULD NOT BE SAFE TO PUT A HUMAN OPERATOR,Rejected by ELG00055.  Comments: Allocated to CA.
STATE,1848701,MI,DEARBORN POLICE DEPT,1385,015936219,PACKBOT 510 WITH FASTAC REMOTELY CONTROL,EA,2,77000,Q,2017-05-08 09:41:35,"CURRENT ROBOT PLATFORMS ARE OUTDATED AND CANNOT COMPLETE THE MISSIONS REQUIRED OF CERTIFIED BOMB TEAM, INCLUDING SWAT ASSISTANCE AND MUTUAL AID CALLOUT TO INCLUDE TRAIN AND BUS TRANSPORT CENTER ",Rejected by ELG00055.  Comments: Allocated to CA.
STATE,1857669,MI,INGHAM COUNTY SHERIFF OFFICE,1240,014993547,BINOCULAR,EA,20,364,F,2017-05-19 11:07:41,ISSUE TO ICSO SRT AND DIVE TEAM FOR USE WHEN LONG RANGE VISION NEEDED FOR RESCUE MISSIONS ,Rejected by ELG00055.  Comments: DEMIL F restricted.
STATE,1857668,MI,INGHAM COUNTY SHERIFF OFFICE,1240,014993547,BINOCULAR,EA,1,364,F,2017-05-19 11:07:41,ISSUE TO ICSO SRT AND DIVE TEAM FOR USE WHEN LONG RANGE VISION NEEDED FOR RESCUE MISSIONS ,Rejected by ELG00055.  Comments: DEMIL F restricted.
STATE,1848890,MI,LOWELL POLICE DEPT,1385,015936219,PACKBOT 510 WITH FASTAC REMOTELY CONTROL,EA,1,77000,Q,2017-05-08 15:59:36,"LAW ENFORCEMENT OFFICERS WILL UTILIZE THIS ROBOT TO DEAL WITH BARRICADED GUNMEN, HOSTAGE SITUATIONS AND ANYTHING ELSE THAT REQUIRES OR IS ABLE TO USE DISTANCE TO DIFFUSE THE SITUATION AND WHERE TIME IS NOT A FACTOR.",Rejected by ELG00055.  Comments: Allocated to CA.
STATE,1845212,MI,MI STATE POLICE FIELD SUPP AVIATION,1385,015936219,PACKBOT 510 WITH FASTAC REMOTELY CONTROL,EA,7,77000,Q,2017-05-02 12:38:15,ITEMS WOULD BE USED BY POLICE BOMB SQUAD DURING INVESTIGATION OF PACKAGES THAT MAY CONTAIN EXPLOSIVES OR HARMFUL MATERIALS.,Rejected by ELG00055.  Comments: Allocated to CA.
STATE,1847059,MI,SANILAC COUNTY SHERIFF DEPT,1385,015936219,PACKBOT 510 WITH FASTAC REMOTELY CONTROL,EA,1,77000,Q,2017-05-04 19:33:39,FOR USE BY DEPUTIES IN DANGEROUS SITUATIONS. THE USE OF A ROBOT CAN ALLEVIATE SOME DANGERS AND POTENTIAL LOSS OF LIFE.  ,Rejected by ELG00055.  Comments: Issued to CA.
STATE,1848385,MI,THETFORD TOWNSHIP POLICE DEPT,1385,015936219,PACKBOT 510 WITH FASTAC REMOTELY CONTROL,EA,2,77000,Q,2017-05-07 09:54:42,TO BE RETRO FITTED FOR USE AT THE RANGE AND FOR CALLOUTS FOR SUSPICIOUS PACKAGES AND BARRICADED SUBJECTS,Rejected by ELG00055.  Comments: Allocated to CA.
STATE,1850888,MI,THETFORD TOWNSHIP POLICE DEPT,1385,015936219,PACKBOT 510 WITH FASTAC REMOTELY CONTROL,EA,1,77000,Q,2017-05-10 11:46:22,"TO BE USED BY POLICE OFFICERS FOR USE DURING BARRICADED SUBJECT, SUSPICIOUS PACKAGE AND RANGE USE",Rejected by ELG00055.  Comments: Allocated to CA.
STATE,1821550,MI,UNADILLA TWP POLICE DEPARTMENT,6720,016281120,"CAMERA SYSTEM,DIGITAL",EA,4,664,A,2017-04-04 14:44:50,THIS ITEM WILL BE USED BY OUR AGENCY IN GENERAL PATROL CAPACITY.  THIS ITEM WILL MAKE SERVICE TO OUR CITIZENS EASIER AND MORE PRODUCTIVE.  ,"Rejected by ELG00055.  Comments: Justification - surveillance, evidence gathering? ."
STATE,1821549,MI,UNADILLA TWP POLICE DEPARTMENT,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,503,A,2017-04-04 14:44:50,THIS ITEM WILL BE USED BY OUR AGENCY IN GENERAL PATROL CAPACITY.  THIS ITEM WILL MAKE SERVICE TO OUR CITIZENS EASIER AND MORE PRODUCTIVE.  ,"Rejected by ELG00055.  Comments: Justification - surveillance, evidence gathering? ."
STATE,1821548,MI,UNADILLA TWP POLICE DEPARTMENT,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,348.45,A,2017-04-04 14:44:50,THIS ITEM WILL BE USED BY OUR AGENCY IN GENERAL PATROL CAPACITY.  THIS ITEM WILL MAKE SERVICE TO OUR CITIZENS EASIER AND MORE PRODUCTIVE.  ,"Rejected by ELG00055.  Comments: Justification - surveillance, evidence gathering? ."
STATE,1866602,MN,MN DNR DIV OF LAW ENFORCEMENT,1240,014111265,"SIGHT,REFLEX",EA,1,336,D,2017-06-02 10:32:41,"REQUIRED FOR OPTICS FOR STANDARD ISSUE M4 RIFLES FOR PATROL WORK, FIELD EXERCISES, AND LE ASSIGNMENTS FOR PATROL OFFICERS.",Cancelled by customer / manager request
STATE,1830309,MO,BEL-RIDGE POLICE DEPT,2355,015525344,MINE RESISTANT VEHICLE,EA,1,610764,C,2017-04-17 12:19:33,"STATE OF MISSOURI LESO, BEL-RIDGE POLICE DEPARTMENT ACQUISITION OF TACTICAL ARMORED VEHICLE FOR ANTI-DRUG AND SPECIAL OPERATION UNITS.",Rejected by ETK0422.  Comments: No approved MRAP application on file.
STATE,1884169,MO,SHANNON COUNTY SHERIFF DEPT,2320,009650623,"TRUCK,CARGO",EA,1,11614,A,2017-06-26 16:41:50,FOR TEST PURPOSES ,Cancelled by customer / manager request
STATE,1847012,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1847011,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1847009,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1847013,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1847014,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1847015,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1847016,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1847008,MS,BROOKHAVEN POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,C,2017-05-04 18:27:06,"THIS VEHICLE WILL BE USED BY THE BROOKHAVEN POLICE DEPARTMENT SWAT TEAM AS A PERSONNEL TRANSPORT VEHICLE, TO BE USED IN HIGH RISK SEARCH WARRANTS, BARRICADED SUBJECTS, AND ACTIVE SHOOTER SITUATIONS. ",Rejected by EMD00419.
STATE,1837007,NC,HERTFORD COUNTY SHERIFF DEPT,7510,002666708,"TAPE,PRESSURE SENSITIVE ADHESIVE",RO,10,8.35,A,2017-04-19 11:06:08,THE HERTFORD COUNTY SHERIFFS OFFICE WOULD LIKE TO UTILIZE THIS EQUIPMENT FOR OFFICIAL USE. WE WOULD LIKE TO UTILIZE THIS TAPE TO PACKAGE EVIDENCE THAT WOULD NEED TO BE SENT TO THE LAB. WE WOULD ALSO UTILIZE THIS TAPE TO SECURE BOXES SHUT IN STORAGE. THIS WOULD BE USED BY HCSO EMPLOYEES. ,Rejected by EJR1813.  Comments: have already been approved for (40) rolls of tape.
STATE,1836959,NC,HERTFORD COUNTY SHERIFF DEPT,5895,015819408,SOLAR PORTABLE ALTERNATIVE COMMUNICATION,KT,4,13069.56,B,2017-04-19 10:26:40,THE HERTFORD COUNTY SHERIFFS OFFICE WOULD LIKE TO UTILIZE THESE FOR OFFICIAL USE. WE WOULD LIKE TO UTILIZE THESE IN REMOTE AREAS TO POWER EQUIPMENT SUCH AS LAPTOPS AT CRIME SCENES AND TO CHARGE CAMERA BATTERIES AND SUCH. THESE WOULD BE USED BY HCSO EMPLOYEES. ,Rejected by EJR1813.  Comments: need more information as to what this item is and how it would be used .
STATE,1837008,NC,HERTFORD COUNTY SHERIFF DEPT,7510,000736094,"TAPE,PRESSURE SENSITIVE ADHESIVE",RO,16,4.3500000000000005,A,2017-04-19 11:06:08,THE HERTFORD COUNTY SHERIFFS OFFICE WOULD LIKE TO UTILIZE THIS TAPE FOR OFFICIAL USE. WE WOULD LIKE TO HAVE THIS TAPE TO SECURE EVIDENCE BAGS SHUT. WHEN WE SUBMIT EVIDENCE TO THE LAB THE SEAL MUST BE SECURED WITH TAPE AND INITIALED OVER THE TAPE. THIS WOULD BE USEFUL FOR THAT PURPOSE. IT WOULD BE USED BY HCSO EMPLOYEES. ,Rejected by EJR1813.  Comments: Have already been approved (40) rolls of Tape.
STATE,1830443,NC,PRINCETON POLICE DEPT,3895,DSMISCCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,EA,1,2000,A,2017-04-17 17:01:33,"PROVIDE LIGHTING FOR D.W.I. CHECK POINTS,CRIME SCENES AND COMMAND POST.",Rejected by EDF00065.  Comments: Provide justification on what type of equipment this is. .
STATE,1838529,NC,ROANOKE RAPIDS POLICE DEPT,6650,012242555,BINOCULAR,EA,2,59.32,A,2017-04-21 10:14:05,TO BE USED BY OFFICERS TO DETECT AND OBSERVE CRIMINAL ACTIVITY AT A DISTANCE.,Rejected by EJR1813.
STATE,1830130,NC,STANTONSBURG POLICE DEPT,6230,015250794,"KIT,LIGHT SET TENT",KT,10,587.25,A,2017-04-17 07:58:24,WE HAVE HAD SEVERAL SEVERE THUNDER STORMS AND FLOODING'S DUE TO THE LOCATION OF OUR TOWN. THESE FLOOD LIGHTS WILL BETTER ASSIST TO COMMUNITY BY PROVIDING LIGHT WHEN NEEDED. ,Rejected by EDF00065.  Comments: Justification MUST BE FOR LAW enforcement PURPOSES NOT COMMUNITY. Re Justify.
STATE,1841890,ND,ROLETTE COUNTY SHERRIFF DEPT,1240,014925264,"SIGHT,HOLOGRAPHIC",EA,9,506.8,D,2017-04-27 12:29:41,"THE ROLETTE COUNTY SHERIFF'S OFFICE WOULD USE THESE FOR TACTICAL SITUATION INCLUDING BUT NOT LIMITED TO, ROOM CLEARING, SEARCH WARRANTS, AND HIGH RISK TRAFFIC STOPS. THEY WOULD BE PUT ON OUR M16 RIFLES THAT WE HAVE. ",Rejected by EAB00202.  Comments: Another LEA in ND requested them this morning.  .
STATE,1828398,ND,ROLETTE COUNTY SHERRIFF DEPT,2320,015183719,TRUCK TRACTOR,EA,1,116776,A,2017-04-13 11:37:17,ROLETTE COUNTY SHERIFF'S OFFICE COULD USE THIS TRUCK TO HELP TRANSPORT OUR DOZER TO DISASTER AREAS IN THE COUNTY. AT THIS TIME HE DON'T HAVE A DEDICATED VEHICLE TO TRANSPORT OUR DOZER AND THIS WOULD HELP IN RESPONSE TIMES.,Rejected by EAB00202.  Comments: Divide Co SO already requested it.  .
STATE,1824318,ND,ROLETTE COUNTY SHERRIFF DEPT,2410,011551588,"TRACTOR,FULL TRACKED,LOW SPEED",EA,1,70002,A,2017-04-07 11:51:38,ROLETTE COUNTY SHERIFF'S OFFICE COULD USE THIS ITEM TO HELP CONSTRUCT A FIREARMS RANGE ALONG WITH USE DURING NATURAL DISASTERS. AT THIS TIME WE DO HAVE ONE BUT WITH THE SIZE OF OUR COUNTY IT WOULD BE NICE TO KEEP ONE ON EACH SIDE. ALSO IF WE WERE TO GET ONE STUCK WE WOULD HAVE TROUBLE FINDING SOMETHING TO PULL IT OUT. ,Rejected by EAB00202.  Comments: Burleigh Co SO Requested it already.  .
STATE,1828668,NJ,ATLANTIC CITY POLICE DEPT,8105,001429345,"BAG,SAND",HD,3,49.61,A,2017-04-13 15:51:52,SAND BAGS TO BE USED TO SECURE DOORS OR WINDOWS DURING FLOOD EVENTS AND MAJOR STORMS.  PROTECTION OF CRITICAL FACILITIES AND SECURING BARRICADES.,Rejected by ERA00320.  Comments: Need better justification.  To be used by LEA for what LEA purposes (station).
STATE,1838742,NJ,ATLANTIC CITY POLICE DEPT,2320,011077155,"TRUCK,UTILITY",EA,1,41061,Q,2017-04-21 16:36:48,THE LEA WILL UTILIZE THE REQUESTED VEHICLE TO ASSIST WITH EMERGENCY TRANSPORTING OF PERSONNEL AND EQUIPMENT DURING AN EMERGENT EVENT AND ASSIST THE RESIDENTS OF ATLANTIC CITY DURING EVACUATIONS OR HIGH WATER AS A RESULT OF NATURAL DISASTERS AND EXTREME WEATHER EVENTS.  THE VEHICLE WILL PROVIDE THE ACPD ACCESS TO AREAS OUR NORMAL PATROL VEHICLES CANNOT ACCESS DURING THESE TIMES.,Rejected by EDP0815.
STATE,1838743,NJ,ATLANTIC CITY POLICE DEPT,2320,011077155,"TRUCK,UTILITY",EA,1,41061,Q,2017-04-21 16:36:48,THE LEA WILL UTILIZE THE REQUESTED VEHICLE TO ASSIST WITH EMERGENCY TRANSPORTING OF PERSONNEL AND EQUIPMENT DURING AN EMERGENT EVENT AND ASSIST THE RESIDENTS OF ATLANTIC CITY DURING EVACUATIONS OR HIGH WATER AS A RESULT OF NATURAL DISASTERS AND EXTREME WEATHER EVENTS.  THE VEHICLE WILL PROVIDE THE ACPD ACCESS TO AREAS OUR NORMAL PATROL VEHICLES CANNOT ACCESS DURING THESE TIMES.,Rejected by EDP0815.  Comments: In GSA cycle..
STATE,1838744,NJ,ATLANTIC CITY POLICE DEPT,2320,011077155,"TRUCK,UTILITY",EA,1,41061,Q,2017-04-21 16:36:48,THE LEA WILL UTILIZE THE REQUESTED VEHICLE TO ASSIST WITH EMERGENCY TRANSPORTING OF PERSONNEL AND EQUIPMENT DURING AN EMERGENT EVENT AND ASSIST THE RESIDENTS OF ATLANTIC CITY DURING EVACUATIONS OR HIGH WATER AS A RESULT OF NATURAL DISASTERS AND EXTREME WEATHER EVENTS.  THE VEHICLE WILL PROVIDE THE ACPD ACCESS TO AREAS OUR NORMAL PATROL VEHICLES CANNOT ACCESS DURING THESE TIMES.,Rejected by EDP0815.  Comments: In GSA cycle..
STATE,1828670,NJ,ATLANTIC CITY POLICE DEPT,8105,002854744,"BAG,SAND",HD,10,85.10000000000001,A,2017-04-13 15:51:52,SAND BAGS TO BE USED TO SECURE DOORS OR WINDOWS DURING FLOOD EVENTS AND MAJOR STORMS.  PROTECTION OF CRITICAL FACILITIES AND SECURING BARRICADES.,Rejected by ERA00320.  Comments: Need better justification.  To be used by LEA for what LEA purposes (station).
STATE,1838738,NJ,ATLANTIC CITY POLICE DEPT,2320,011077155,"TRUCK,UTILITY",EA,1,41061,Q,2017-04-21 16:25:15,THE LEA WILL UTILIZE THE REQUESTED VEHICLE TO ASSIST WITH EMERGENCY TRANSPORTING OF PERSONNEL AND EQUIPMENT DURING AN EMERGENT EVENT AND ASSIST THE RESIDENTS OF ATLANTIC CITY DURING EVACUATIONS OR HIGH WATER AS A RESULT OF NATURAL DISASTERS AND EXTREME WEATHER EVENTS.  THE VEHICLE WILL PROVIDE THE ACPD ACCESS TO AREAS OUR NORMAL PATROL VEHICLES CANNOT ACCESS DURING THESE TIMES.,Rejected by EDP0815.  Comments: In GSA Cycle..
STATE,1838737,NJ,ATLANTIC CITY POLICE DEPT,2320,011077155,"TRUCK,UTILITY",EA,1,41061,Q,2017-04-21 16:21:03,THE LEA WILL UTILIZE THE REQUESTED VEHICLE TO ASSIST WITH EMERGENCY TRANSPORTING OF PERSONNEL AND EQUIPMENT DURING AN EMERGENT EVENT AND ASSIST THE RESIDENTS OF ATLANTIC CITY DURING EVACUATIONS OR HIGH WATER AS A RESULT OF NATURAL DISASTERS AND EXTREME WEATHER EVENTS.  THE VEHICLE WILL PROVIDE THE ACPD ACCESS TO AREAS OUR NORMAL PATROL VEHICLES CANNOT ACCESS DURING THESE TIMES.,Rejected by EDP0815.  Comments: IN Gsa cycle..
STATE,1838741,NJ,ATLANTIC CITY POLICE DEPT,2320,011077155,"TRUCK,UTILITY",EA,1,41061,Q,2017-04-21 16:36:48,THE LEA WILL UTILIZE THE REQUESTED VEHICLE TO ASSIST WITH EMERGENCY TRANSPORTING OF PERSONNEL AND EQUIPMENT DURING AN EMERGENT EVENT AND ASSIST THE RESIDENTS OF ATLANTIC CITY DURING EVACUATIONS OR HIGH WATER AS A RESULT OF NATURAL DISASTERS AND EXTREME WEATHER EVENTS.  THE VEHICLE WILL PROVIDE THE ACPD ACCESS TO AREAS OUR NORMAL PATROL VEHICLES CANNOT ACCESS DURING THESE TIMES.,Rejected by EDP0815.  Comments: In GSA cycle..
STATE,1823583,NJ,BARNEGAT TOWNSHIP POLICE DEPT,2920,014209968,"GENERATOR,ENGINE ACCESSORY",EA,1,2774,Q,2017-04-06 18:04:14,PART WOULD BE USED FOR DEPARTMENT POSSESSED HMMWV.  ,Rejected by EDP0815.  Comments: In GSA cycle..
STATE,1823581,NJ,BARNEGAT TOWNSHIP POLICE DEPT,2920,015077423,"STARTER,ENGINE,ELEC",EA,1,547.53,A,2017-04-06 18:04:14,PARTS WOULD BE USED FOR DEPARTMENT POSSESSED HMMWV.  ,Rejected by EDP0815.  Comments: In GSA cycle..
STATE,1823168,NJ,BOGOTA POLICE DEPT,8465,015186491,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARR",EA,10,298,D,2017-04-06 05:35:51,"THE BOGOTA POLICE DEPARTMENT WILL USE THESE VESTS TO CARRY OUR NEWLY PURCHASED HARD BODY ARMOR PLATES WHICH WILL BE USED DURING ACTIVE SHOOTER INCIDENTS, EXECUTION OF HIGH RISK WARRANTS AND ALL ARMED ENCOUNTERS..",Rejected by EDP0815.  Comments: As per DLA this item is not being released to LEA's due to military reutilization rules..
