State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,Ship Date
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",7,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",1,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",1,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",3,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",3,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",1,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",2,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",1,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,1240-01-533-0939,"SIGHT,BORE,OPTICAL",12,Each,800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,1240-01-533-0939,"SIGHT,BORE,OPTICAL",4,Each,800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",8,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",10,Each,1800,2018-08-31 00:00:00
LA,DOJ/DEA NEW ORLEANS DIV,3433-DS-GAS-WLDM,"GAS WELD, HEAT CUTTING, METALIZING EQUIP",1,Each,75,2018-09-26 00:00:00
MD,DHS/ICE ERO BALTIMORE,8465-01-535-6935,"BAG,AMMUNITION",3,Each,38.8,2018-08-21 00:00:00
MD,DHS/ICE ERO BALTIMORE,7520-01-467-9433,"STAPLER,PAPER FASTENING,OFFICE",50,Each,7.13,2018-08-22 00:00:00
MD,DHS/ICE ERO BALTIMORE,6650-DS-BIN-OCUL,BINOCULARS,2,Each,579,2018-09-26 00:00:00
MD,DHS/ICE ERO BALTIMORE,1240-01-600-5067,BINOCULAR,14,Each,363,2018-09-17 00:00:00
MD,DHS/ICE ERO BALTIMORE,6650-DS-BIN-OCUL,BINOCULARS,2,Each,579,2018-09-26 00:00:00
MD,DHS/ICE ERO BALTIMORE,7110-01-622-2133,"BOARD,MARKER",4,Each,126.53,2018-09-17 00:00:00
NC,USPS/USPIS CHARLOTTE DIV,8465-01-525-0598,"POUCH,M4 THREE MAG ",25,Each,22.88,2018-08-08 00:00:00
NC,USPS/USPIS CHARLOTTE DIV,1005-00-921-5004,"MAGAZINE,CARTRIDGE",40,Each,13.69,2018-08-08 00:00:00
TX,DHS/CBP PATROL EL PASO,3415-00-255-2683,"GRINDING MACHINE,UTILITY",3,Each,562.06,2018-07-12 00:00:00
TX,DHS/CBP PATROL EL PASO,5110-00-162-5629,"BLADE,SCRAPER",20,Box,3.94,2018-07-10 00:00:00
TX,DHS/CBP PATROL EL PASO,5660-01-495-9581,"BARBED WIRE,CONCERTINA",8,Each,143.94,2018-09-26 00:00:00
TX,DHS/CBP PATROL EL PASO,5660-00-921-5516,"BARBED TAPE,CONCERTINA",84,Roll,37.31,2018-09-26 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-09-12 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,5180-00-357-7770,"TOOL KIT,REPAIRMANS,SMALL ARMS",1,Kit,1800,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,7830-DS-REC-GYME,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,Each,1000,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,7240-00-222-3084,SAFETY CAN,1,Each,56.87,2018-09-05 00:00:00
TX,DHS/CBP PATROL EL PASO,8150-01-527-3780,"QUADCON,FREIGHT,GENERAL PURPOSE",5,Each,3801,2018-09-27 00:00:00
TX,DHS/CBP PATROL EL PASO,6135-01-333-6737,"BATTERY,NONRECHARGEABLE",96,Package,31.87,2018-09-14 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-09-12 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-09-12 00:00:00
TX,DHS/CBP PATROL EL PASO,6510-01-497-1018,"SPONGE,SURGICAL",480,Each,0.07,2018-08-31 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,5140-DS-CAB-INE0,"CABINET, TOOL",15,Each,25,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,24,Set,117.4,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,6515-01-515-4197,"RECORDER SYSTEM,DEFIBRILLATOR-MONITOR",1,Each,33764.92,2018-09-13 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,7125-00-237-8575,"LOCKER,CLOTHING",2,Each,12,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,6,Set,117.4,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-DS-BAG-0002,INDIVIDUAL BAG,6,Each,100,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-DS-BAG-0002,INDIVIDUAL BAG,4,Each,100,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,4,Set,117.4,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-525-0578,RIFLEMAN SET       ,4,Set,335.76,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-5285,RUCKSACK LARGE FIELD PACK,2,Each,83.21,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-01-524-7632,MEDIC SET          ,72,Each,172.69,2018-09-11 00:00:00
TX,DHS/CBP PATROL EL PASO,6532-01-469-7512,"SHOES,SHOWER       ",1,Package,121.59,2018-08-31 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-118-9884,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,6567.64,2018-08-30 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-118-9884,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,6567.64,2018-08-30 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-465-4201,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,13086.02,2018-08-23 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-519-4527,ISU 90 EO WEAPON CONTAINER WITH KIT,1,Each,22749.91,2018-08-23 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-465-4201,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,13086.02,2018-08-23 00:00:00
TX,DHS/CBP PATROL EL PASO,1240-01-412-6608,"TELESCOPE,STRAIGHT",24,Each,987,2018-07-10 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-01-183-9769,"BAG,PLASTIC",5,Box,25.85,2018-07-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-01-183-9769,"BAG,PLASTIC",5,Box,25.85,2018-07-07 00:00:00
TX,DHS/CBP PATROL EL PASO,7920-00-165-7154,"RAG,WIPING",50,Gross,81.61,2018-07-06 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-01-183-9764,"BAG,PLASTIC",100,Box,16.9,2018-07-06 00:00:00
TX,DHS/CBP PATROL EL PASO,7920-01-126-3250,"CLOTH,CLEANING",10,Package,119.06,2018-07-20 00:00:00
TX,DHS/CBP PATROL EL PASO,8115-00-901-6434,"BOX,SHIPPING",85,Each,27.45,2018-07-23 00:00:00
TX,DHS/CBP PATROL EL PASO,8465-00-082-3054,"CANTEEN,WATER",178,Each,9.25,2018-07-24 00:00:00
TX,DHS/CBP PATROL EL PASO,3990-01-498-1591,"TIE DOWN,CARGO,VEHICLE",17,Each,192.79,2018-07-27 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,7350-00-458-0089,"BOWL,EATING",1,Box,185.53,2018-07-16 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-00-837-7754,"BAG,PLASTIC",50,Thousand,39.46,2018-07-13 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,1240-01-412-6608,"TELESCOPE,STRAIGHT",30,Each,987,2018-07-10 00:00:00
TX,DHS/CBP PATROL EL PASO,8420-DS-MUN-DERW,"UNDERWEAR AND NIGHTWEAR, MENS",3132,Each,18.75,2018-07-18 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-519-4527,ISU 90 EO WEAPON CONTAINER WITH KIT,1,Each,22749.91,2018-08-23 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-519-4527,ISU 90 EO WEAPON CONTAINER WITH KIT,1,Each,22749.91,2018-08-23 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-316-3296,SHIPPING AND STORAG,10,Each,6896.49,2018-08-15 00:00:00
TX,DHS/CBP PATROL EL PASO,5180-00-408-1350,"TOOL KIT,LINEMANS",5,Kit,1186,2018-08-16 00:00:00
TX,DHS/CBP PATROL EL PASO,5660-00-921-5516,"BARBED TAPE,CONCERTINA",40,Roll,37.31,2018-08-17 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-00-935-7101,"BAG,SAND",896,Hundred,219.76,2018-08-17 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-00-935-7101,"BAG,SAND",587,Hundred,219.76,2018-08-17 00:00:00
TX,DHS/CBP PATROL EL PASO,7240-00-244-7412,SAFETY CAN,6,Each,59.64,2018-07-04 00:00:00
TX,DHS/CBP PATROL EL PASO,7310-DS-GRI-LL01,"GRILL, OUTDOOR",58,Each,40,2018-07-18 00:00:00
TX,DHS/CBP PATROL EL PASO,5510-00-274-4994,"LUMBER,HARDWOOD",900,Board Foot,6.12,2018-07-18 00:00:00
TX,DHS/CBP PATROL EL PASO,3990-01-310-9860,"TIE DOWN,CARGO,VEHICLE",15,Each,35.59,2018-07-24 00:00:00
TX,DHS/CBP PATROL EL PASO,3990-01-356-8011,"TIE DOWN,CARGO,VEHICLE",84,Each,57.84,2018-07-25 00:00:00
TX,DHS/CBP PATROL EL PASO,9905-00-527-4997,"MARKER,TRAFFIC",1,Box,94.48,2018-07-20 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-07-26 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-07-26 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-07-26 00:00:00
TX,DHS/CBP PATROL EL PASO,5660-01-495-6363,"BARBED WIRE,CONCERTINA",10,Each,345.7,2018-08-01 00:00:00
TX,DHS/CBP PATROL EL PASO,8540-00-140-7317,"TOWEL,PAPER",1,Package,37.14,2018-07-20 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-07-26 00:00:00
TX,DHS/CBP PATROL EL PASO,6260-01-195-9753,"LIGHT,CHEMILUMINESCENT",3264,Box,20.69,2018-08-15 00:00:00
TX,DHS/CBP PATROL EL PASO,7920-00-205-3570,"RAG,WIPING",1,Bale,27.01,2018-07-04 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-00-985-7221,"ENVELOPE,PACKING LIST",10,Hundred,10.24,2018-07-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-07-26 00:00:00
TX,DHS/CBP PATROL EL PASO,7240-00-282-8411,"CAN,FLAMMABLE WASTE",1,Each,53.77,2018-07-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,5110-00-293-2865,"BLADE,KNIFE",50,Package,1.09,2018-07-06 00:00:00
TX,DHS/CBP PATROL EL PASO,7920-00-753-5242,"PAD,SCOURING",100,Package,3.24,2018-07-03 00:00:00
TX,DHS/CBP PATROL EL PASO,4110-DS-REF-RIG0,REFRIGERATOR,48,Each,759,2018-07-18 00:00:00
TX,DHS/CBP PATROL EL PASO,5660-DS-FEN-CING,"FENCING, FENCES, GATES AND COMPONENTS",1,Each,10,2018-08-17 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-00-139-1276,"ENVELOPE,PACKING LIST",20,Hundred,6.23,2018-07-03 00:00:00
TX,DHS/CBP PATROL EL PASO,8145-01-484-2890,"CONTAINER,SPECIAL  ",1,Each,13740.75,2018-08-07 00:00:00
TX,DHS/CBP PATROL EL PASO,7920-01-180-0557,"CLOTH,CLEANING",1,Box,238.02,2018-07-06 00:00:00
TX,DHS/CBP PATROL EL PASO,8105-00-200-0195,"BAG,PLASTIC",3,Box,10.06,2018-07-06 00:00:00
TX,DHS/ICE HSI LAREDO,5975-01-549-8364,"KIT,GROUND ROD     ",2,Each,257.67,2018-08-09 00:00:00
TX,DHS/ICE HSI LAREDO,6230-01-583-8443,FLOODLIGHT ASSEMBLY,9,Each,1770.64,2018-08-03 00:00:00
TX,DHS/ICE HSI LAREDO,8415-01-580-8235,"PAD,GROUND TROOPS-PARACHUTISTS HELMET",39,Each,58.44,2018-09-19 00:00:00
TX,DOJ/FBI HOUSTON DIV,4120-01-283-4096,AIR CONDITIONER,1,Each,4250,2018-09-19 00:00:00
TX,USPS/USPIS FORT WORTH DIV,8415-01-461-8356,"SHIRT,COLD WEATHER",1,Each,60.14,2018-08-06 00:00:00
TX,USPS/USPIS FORT WORTH DIV,6260-01-230-8600,"LIGHT,CHEMILUMINESCENT",24,Box,39.95,2018-07-30 00:00:00
TX,USPS/USPIS FORT WORTH DIV,6515-01-461-8950,"GLOVE,PATIENT EXAMINING",2,Package,16.48,2018-08-01 00:00:00
TX,USPS/USPIS FORT WORTH DIV,8465-01-393-6515,"MAT,SLEEPING,SELF-INFLATING",22,Each,52.5,2018-07-03 00:00:00
TX,USPS/USPIS FORT WORTH DIV,6515-01-576-8861,"PLUG,EAR",1,Package,571.91,2018-07-12 00:00:00
TX,USPS/USPIS FORT WORTH DIV,6515-01-461-8933,"GLOVE,PATIENT EXAMINING",1,Package,20.64,2018-08-01 00:00:00
WA,DHS/CBP PATROL FERNDALE,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",2,Set,1780,2018-08-14 00:00:00
